# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-07-27 17:10:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = .//input/input_trivial_v2.json
# init = .//input/init.json
# random
#   seed = 4028370519 (Default)
# output
#   file = .//output/output_trivial_v2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15
# Adaptation terminated
# Step size = 0.0512064
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-512.277,0.883679,0.0512064,5,31,0,517.711,0.226393,1.19972,0.21479,0.838009,0.268411,1.58524,2.87521,0.575888,0.400758,1.15104,1.42338,5.41766,1.05828,0.598708,1.85486
-513.412,0.737046,0.0512064,5,31,0,520.347,0.523497,0.605365,0.314888,0.486994,0.905971,0.815864,2.77224,0.656177,0.673609,0.677646,1.91438,3.24058,0.822327,1.34533,1.36582
-510.557,0.888654,0.0512064,5,31,0,520.441,1.3857,0.206448,0.300467,1.35249,0.280171,0.600858,3.18276,0.651186,0.744572,0.871371,1.16467,5.2672,0.63529,1.01452,2.78583
-513.271,0.991238,0.0512064,6,63,0,521.071,0.314575,0.703968,0.870003,0.221778,0.487748,3.61583,0.501855,1.2999,0.673686,0.73834,4.02027,0.891129,1.65246,0.882666,1.53897
-507.24,0.991522,0.0512064,5,31,0,516.545,0.278393,0.138048,0.419614,1.01033,0.410776,1.57195,0.594951,1.868,0.58627,0.724951,3.26421,0.893602,2.57624,0.755726,1.14261
-506.268,0.910164,0.0512064,6,63,0,513.251,0.655586,0.354782,0.300208,1.71922,0.340973,1.22097,0.771468,0.890166,1.75462,0.756029,1.53744,1.40684,1.00632,3.12048,0.331787
-507.403,0.963106,0.0512064,6,63,0,511.486,1.52527,0.501011,0.351151,1.07795,0.392076,0.669988,0.95869,1.00579,1.66883,0.739229,1.15488,1.53346,1.4984,2.06882,0.510909
-508.889,0.986355,0.0512064,5,63,0,518.681,1.75106,0.108715,0.154491,2.33621,0.353337,1.99786,0.553844,0.524518,1.72511,1.01237,2.7777,0.961085,0.564134,2.92025,1.33121
-508.378,0.995858,0.0512064,6,63,0,515.02,1.29523,0.0948169,0.569919,0.607562,0.501781,1.42909,0.447886,1.83896,0.827191,1.01856,1.96845,0.965844,1.77458,1.49981,6.62769
-509.102,0.829182,0.0512064,6,63,0,516.212,0.357654,0.471779,0.291505,0.986754,0.375976,0.834763,1.59115,0.865058,1.11164,0.575596,1.57986,3.34408,1.33735,0.867186,0.136377
-504.059,0.965786,0.0512064,6,63,0,512.995,0.884339,0.330484,0.383504,0.696468,0.371312,0.82151,1.94997,0.742535,0.902284,0.866783,1.40196,2.70446,1.09983,1.32526,1.20874
-505.718,0.884428,0.0512064,5,63,0,513.445,0.647796,0.244058,0.569957,0.715664,0.337461,1.00626,1.70716,0.617516,1.51162,0.614776,1.59402,2.38389,1.02012,1.77661,1.02331
-507.937,0.743858,0.0512064,5,63,0,515.69,0.549932,0.183608,0.216222,0.385841,0.949265,1.41458,0.735252,1.29391,0.356253,2.65043,1.97799,1.00751,1.69192,0.439145,0.746888
-507.016,0.947042,0.0512064,6,63,0,514.193,0.243661,0.393667,0.556527,0.50616,0.546307,1.03988,1.70687,0.668121,0.948912,0.733272,2.66456,1.70629,1.06439,1.22992,0.739524
-510.869,0.987631,0.0512064,5,63,0,514.398,0.0968691,0.316843,0.31641,2.22079,0.57423,0.439014,0.48769,2.17498,1.48752,1.73881,0.696328,0.512471,3.52586,2.0388,1.53479
-510.723,0.98868,0.0512064,6,63,0,518.199,2.32722,0.168537,0.428754,0.45918,0.22499,1.74331,1.41789,1.25896,0.833156,0.464779,1.94308,3.46804,0.91623,1.5036,0.898245
-513.057,0.934189,0.0512064,6,63,0,517.928,0.528226,0.731578,0.276252,0.838312,0.0850194,4.62602,0.708495,1.58157,0.715749,0.256544,5.52582,1.97999,1.44228,1.27663,0.62261
-510.591,0.896582,0.0512064,6,63,0,517.649,0.505067,0.473348,0.30685,0.653446,0.302479,1.93403,1.01273,1.00781,0.493911,0.55091,5.4922,1.2192,2.06163,0.721994,0.513805
-510.535,0.966493,0.0512064,5,31,0,514.335,1.07575,0.511662,0.448928,0.377603,0.290159,2.25281,1.11703,1.39243,0.654817,0.804981,2.05964,1.78481,1.6155,0.813399,0.445947
-509.32,0.720271,0.0512064,6,63,0,516.919,0.30139,0.134356,0.444002,0.511451,0.467838,1.93511,0.563175,1.41378,0.41723,1.39936,2.01555,1.29303,1.96284,0.549064,0.412421
-508.622,0.997878,0.0512064,6,63,0,515.695,0.633318,0.0988184,0.410156,0.86562,1.23195,1.0142,0.471837,1.50733,0.631136,2.21762,1.91966,0.626454,1.94058,0.964684,0.849994
-506.812,0.995333,0.0512064,6,63,0,513.984,1.43097,0.147208,0.851586,0.515239,0.73704,0.615719,0.62283,1.95669,0.695993,1.53712,1.05684,1.20319,2.07154,1.11801,0.395235
-507.185,0.988658,0.0512064,6,63,0,511.109,0.0557529,0.281886,0.676004,0.860404,0.324053,0.945922,1.00324,1.67788,0.721727,0.872913,1.34992,2.05585,1.77158,0.913667,0.849593
-508.942,0.926202,0.0512064,6,63,0,513.591,1.22536,0.592247,0.613243,0.534942,0.453699,0.391068,1.83448,1.56404,0.978435,1.01155,0.630198,2.12669,2.39735,1.2635,3.88114
-510.875,0.714756,0.0512064,6,63,0,516.656,0.167538,0.0614633,0.436171,1.18883,0.23646,3.07275,0.609275,0.76483,1.08697,0.701986,3.9306,0.806824,1.23936,1.49671,0.604796
-507.932,0.814599,0.0512064,6,63,0,517.913,0.369622,0.761847,0.855071,0.699099,0.474414,0.409034,0.96722,2.5099,0.8188,1.01979,0.713851,1.43478,3.43203,0.940095,1.15989
-508.294,0.925407,0.0512064,6,63,0,514.386,0.301392,0.131222,0.545364,1.63202,0.196113,1.31283,1.12454,1.08878,1.67466,0.296959,2.02481,2.03243,1.53433,1.94104,1.51265
-508.729,0.997373,0.0512064,5,63,0,519.107,0.547113,0.21673,0.230742,0.749522,0.21515,1.18599,3.12901,0.719698,0.578144,0.676387,1.9102,4.70473,0.905691,1.07344,1.68528
-510.609,0.939674,0.0512064,6,63,0,515.972,0.121247,0.562669,0.722282,1.1332,0.913509,0.276304,0.648965,1.68742,1.60636,2.12984,0.335082,1.61241,1.88909,1.72105,3.55665
-508.551,0.932823,0.0512064,6,63,0,517.867,0.915711,0.199366,0.71115,0.538663,0.114895,2.215,1.47551,1.52903,0.46757,0.383313,3.61875,2.54982,1.98793,0.693308,1.21526
-507.983,0.929108,0.0512064,6,63,0,514.828,0.178974,0.392993,0.637854,0.989149,1.44851,0.464266,0.433338,1.14725,1.49624,2.43739,0.803257,0.790423,1.44304,1.95993,0.813915
-508.642,0.967396,0.0512064,6,63,0,514.522,1.26364,0.211565,0.627586,0.771194,0.308249,1.31965,1.55177,0.862013,1.17292,0.417247,1.97817,3.88622,0.7217,1.913,0.578316
-508.546,0.983691,0.0512064,6,127,0,514.673,0.71458,0.497461,0.620973,0.307707,0.624918,1.4499,0.621279,1.38716,0.557634,1.28949,2.68653,0.68954,2.90984,0.623625,1.81301
-513.36,0.709147,0.0512064,6,63,0,517.835,0.525794,0.753886,0.345583,0.421786,0.492768,2.09394,0.586146,2.50232,0.245125,1.36414,2.93651,1.15704,1.82645,0.398498,2.11602
-512.618,0.995563,0.0512064,5,63,0,521.067,0.650667,0.0970897,0.868416,0.637893,0.249377,0.815679,2.43475,0.742125,1.09312,0.421407,2.0425,3.95537,0.903428,2.10268,0.636939
-507.929,0.99221,0.0512064,5,63,0,516.836,0.348869,1.26291,0.237566,0.634298,0.359147,0.903484,1.35292,1.14776,0.555074,1.10498,1.15249,2.77842,1.57965,0.879411,1.25299
-507.079,0.999701,0.0512064,5,63,0,514.738,0.264871,0.30659,0.543711,0.710193,0.849899,0.374247,1.06369,2.48686,0.637267,1.79285,0.646156,1.50269,2.48392,0.979957,1.2561
-509.7,0.990807,0.0512064,5,31,0,515.735,0.210132,0.481603,1.10137,0.387639,1.04457,0.712292,0.475883,2.34731,0.70372,1.80026,1.2887,0.667278,2.26775,1.50086,0.939807
-511.288,0.907371,0.0512064,5,31,0,517.758,0.132089,0.238076,1.03727,0.673071,0.726196,0.753387,0.6443,2.23221,0.455426,2.80875,0.925983,0.942601,3.45406,0.394163,0.964647
-510.366,0.972545,0.0512064,6,63,0,520.437,0.852058,0.458404,0.372338,0.870899,0.6468,0.254692,2.29948,0.790853,0.857008,1.61152,0.497736,4.7287,0.901974,1.47132,0.986462
-508.35,0.972707,0.0512064,6,63,0,513.632,0.255858,0.356337,0.332589,0.655291,0.39003,2.65661,0.596258,1.21199,0.733833,0.80916,4.31673,0.854964,1.08339,1.2371,0.738218
-512.264,0.909597,0.0512064,6,63,0,522.069,0.0601619,0.250432,0.53052,1.37456,0.283121,0.774141,0.60206,1.69839,2.14949,0.518366,1.04454,0.927635,3.53768,2.10928,0.32204
-509.698,0.917845,0.0512064,4,15,0,515.892,0.0680755,0.268813,0.906006,1.60054,0.257368,0.498929,0.80289,2.31924,1.62209,0.530572,1.15017,1.24872,2.28657,2.47155,0.246196
-508.319,0.876925,0.0512064,6,63,0,517.366,0.182787,0.793004,0.421624,1.57423,0.38778,0.191135,2.28599,1.59215,1.23074,1.01272,0.376735,3.85516,2.04505,1.45374,1.12486
-510.783,0.989285,0.0512064,6,63,0,519.998,0.127194,0.522756,0.24353,1.2961,0.290135,0.543306,2.12472,1.41354,0.768752,0.847392,0.604075,3.80951,2.07975,1.04527,9.39298
-513.678,0.617467,0.0512064,6,127,0,520.234,0.199096,0.293103,0.679166,0.310704,0.547691,1.46034,1.05712,0.662718,0.924805,0.669526,2.93583,1.61392,0.87715,1.36944,9.77504
-507.122,0.999324,0.0512064,5,63,0,516.323,0.226198,0.6034,0.307808,1.4694,0.364274,0.741575,0.984741,1.80013,0.666397,1.33098,0.932879,1.6447,2.62009,0.793514,0.574241
-507.694,0.985943,0.0512064,5,63,0,512.061,0.469759,0.330487,0.779544,0.387368,0.598049,1.04102,0.453839,1.95504,1.12962,0.891845,1.34431,0.937655,2.35608,1.65371,1.12059
-509.845,0.795211,0.0512064,6,63,0,517.673,0.420932,0.636183,0.966931,0.226025,0.536694,0.363562,4.10575,1.28683,0.564739,0.595736,1.02964,5.35268,1.82398,0.705604,0.557834
-510.66,0.871554,0.0512064,6,63,0,516.35,0.383867,0.330217,0.296369,1.26389,0.46405,0.542696,1.11001,1.63737,0.958689,0.639659,1.65735,1.48349,2.04604,0.966062,7.67867
-506.761,0.806173,0.0512064,5,31,0,517.808,0.4736,0.509695,0.53668,0.584663,0.533333,0.859637,0.8313,1.42632,1.02102,1.32501,0.852977,1.43174,1.6114,1.67778,3.07265
-508.231,0.99848,0.0512064,5,31,0,514.146,0.169872,0.277544,0.221632,1.04456,0.584466,0.895303,1.36249,0.701797,1.0178,0.59095,2.70247,2.12709,1.0864,1.31888,1.90549
-505.556,0.57335,0.0512064,4,31,0,520.909,0.542138,0.47869,0.401643,0.709495,0.47131,0.914837,1.54801,1.20379,0.65167,0.92576,1.54409,2.52295,1.25843,1.25916,1.25861
-507.838,0.939329,0.0512064,6,63,0,515.245,0.142472,0.281753,0.448036,0.383188,0.83377,1.34501,0.581148,2.05732,0.315645,1.59279,2.50915,1.17497,2.54263,0.373015,1.82738
-506.371,0.778093,0.0512064,6,63,0,514.913,0.816061,0.374711,0.545032,0.674089,0.445977,0.460411,2.04387,1.34532,1.13551,0.571032,0.865454,3.23278,1.89938,1.75562,0.331652
-510.09,0.926325,0.0512064,5,63,0,515.928,0.807131,0.244059,0.537857,0.731383,0.337009,0.426944,2.92073,1.42391,1.19888,0.303787,1.01324,5.62633,1.87468,1.50984,0.395084
-510.575,0.876266,0.0512064,6,63,0,517.367,0.198385,0.205852,0.26091,1.05196,0.715284,1.49228,0.429867,1.20273,1.52103,0.770022,2.97886,0.768024,1.40255,1.65555,2.38126
-508.506,1,0.0512064,6,63,0,515.906,0.190667,0.623197,0.241243,1.76908,0.204251,1.47372,1.59375,0.608556,1.59419,0.532392,1.84037,3.30352,0.613141,2.42262,1.2391
-508.81,0.980415,0.0512064,6,63,0,515.559,0.427057,1.17322,0.481012,0.900297,0.140414,0.911802,2.10944,1.72129,0.972105,0.232801,1.72675,4.20749,1.53835,1.39986,0.935677
-509.8,0.823369,0.0512064,6,63,0,515.509,0.317021,0.411144,0.165994,0.833459,1.02608,0.397592,2.10799,0.563623,0.79009,2.93833,0.688299,3.88778,0.461503,1.43944,1.46696
-512.667,0.891638,0.0512064,6,63,0,517.373,0.336795,0.29613,0.282634,0.876077,1.49964,0.485167,1.27512,0.492211,1.03199,2.39944,0.46413,3.97124,0.738044,1.08851,1.08383
-515.202,0.989321,0.0512064,6,63,0,520.708,0.711435,0.328846,0.414259,0.257089,0.566931,1.86521,0.710575,1.59576,0.27494,2.36598,3.52386,0.776295,1.46323,0.619155,0.340423
-516.914,0.994908,0.0512064,6,63,0,523.817,1.23685,0.409725,0.373048,0.637972,0.356535,0.91382,2.82659,0.580456,1.07301,0.404407,1.29984,9.30437,1.13293,0.731331,0.655095
-514.605,0.806616,0.0512064,4,15,0,522.203,1.09877,0.37422,0.394313,0.549269,0.318665,1.01506,3.59512,0.665693,1.04648,0.426639,1.27074,7.31571,1.08283,0.65969,0.612976
-517.5,0.951738,0.0512064,4,15,0,524.07,1.02197,0.388189,0.256127,1.17224,0.190941,0.305095,5.92867,0.855259,0.454082,0.956029,0.810122,8.13794,0.993796,0.902652,0.712868
-511.187,0.994161,0.0512064,4,15,0,519.765,1.14309,0.432801,0.194528,1.31264,0.295145,0.448417,4.295,0.652697,0.740812,0.757379,0.689888,9.64136,1.00717,1.03118,0.878314
-508.784,0.982245,0.0512064,4,31,0,515.481,0.869697,0.628559,0.254368,0.631544,0.325528,0.678742,2.87752,0.805313,0.776227,0.617197,1.05546,7.36497,0.962965,1.22327,0.70248
-507.315,0.929938,0.0512064,6,63,0,514.288,0.941036,0.245085,0.539355,0.45615,0.51956,1.23688,1.28636,1.14138,0.619382,1.27317,1.63003,1.84271,1.44536,0.689122,0.353888
-508.721,0.99954,0.0512064,6,63,0,513.357,0.2725,0.40679,0.618541,0.220355,1.36258,0.456831,1.3997,1.80473,0.253074,3.54224,0.611476,2.09255,2.61291,0.311564,0.548546
-507.65,0.970109,0.0512064,6,63,0,515.796,0.680257,0.247301,0.671067,1.62062,0.130718,1.52496,0.885323,1.37004,1.51808,0.403088,2.29785,1.39309,2.11513,1.49845,2.07425
-507.448,0.941248,0.0512064,6,63,0,511.951,0.759929,0.357076,0.407151,0.521688,0.227051,0.953824,1.68272,1.6705,0.766449,0.339405,2.10828,3.02228,1.81339,1.30697,1.64778
-509.767,0.930781,0.0512064,6,63,0,514.792,0.255718,0.543992,0.367588,1.93561,0.472203,0.534076,1.12017,0.749172,1.10774,1.33286,0.979141,2.13868,1.02738,1.75458,6.29056
-511.155,0.978883,0.0512064,6,63,0,517.649,1.65161,0.483684,0.495071,0.494042,0.26326,2.89614,1.50036,0.387621,1.09379,0.701938,2.83507,2.68306,0.498569,1.42477,0.951283
-507.613,0.997127,0.0512064,6,63,0,516.95,2.05081,0.575039,0.285641,0.550668,0.329482,2.17362,1.40442,0.800146,0.457682,0.954163,3.1982,2.83905,0.694484,0.794109,0.920262
-510.12,0.984254,0.0512064,6,63,0,516.079,0.885914,0.303126,0.190982,0.715405,0.71941,0.259085,5.02874,0.703343,0.667213,1.14318,0.529885,8.06985,0.91891,1.03981,4.39113
-512.44,0.899672,0.0512064,6,63,0,522.228,0.110356,0.212222,0.305217,1.48399,1.83876,0.278355,0.629056,0.982636,1.39318,2.20808,0.766446,1.03693,1.59379,2.11698,5.33117
-510.934,0.997634,0.0512064,6,63,0,519.233,1.75451,0.169493,0.37591,0.567218,0.192105,2.45852,1.4412,1.44889,0.648515,0.364275,2.91535,2.29506,1.60452,0.993171,0.186938
-515.128,0.928011,0.0512064,6,63,0,522.514,0.0299464,0.136773,0.316053,0.827874,1.06337,0.744804,1.02039,0.919252,0.590898,2.84288,0.762145,2.38248,0.761623,1.14562,5.38941
-515.424,0.987588,0.0512064,6,63,0,522.507,0.0280877,0.31166,0.274813,0.748151,0.921677,0.483139,1.34875,0.866315,0.963798,2.48274,0.66222,1.49829,1.58168,0.92152,9.74144
-511.831,0.986652,0.0512064,6,63,0,523.511,1.15861,0.0766731,0.651803,0.561836,0.17034,1.24181,2.38715,1.03747,0.640952,0.358747,2.90916,3.66126,1.55964,0.720649,0.212404
-514.535,0.74184,0.0512064,5,63,0,525.167,0.39088,0.0516084,0.268125,0.392511,0.400839,1.51806,2.2865,0.617677,0.776647,0.384851,3.24506,4.05129,0.63091,1.2152,0.586048
-509.472,0.905032,0.0512064,6,63,0,523.609,0.737223,0.106669,0.497383,0.556725,0.354531,1.75489,1.569,0.61621,0.647698,0.70653,4.23024,1.52387,1.38776,0.709542,1.07058
-508.193,0.938562,0.0512064,6,63,0,514.361,0.480678,0.287883,0.661016,1.01231,1.17774,0.284813,0.885997,1.75761,0.843252,1.81515,0.811092,1.11701,2.56052,0.968877,1.9739
-506.41,0.992375,0.0512064,6,63,0,511.732,0.598104,0.743422,0.216857,0.914953,0.359221,2.04369,1.16021,0.617497,0.88021,0.705893,3.80755,1.40937,1.04511,1.25683,0.427545
-507.445,0.949846,0.0512064,6,63,0,512.568,0.67087,0.183994,0.372497,0.691211,1.29372,0.452826,0.556409,1.45166,0.995909,2.79605,0.65424,1.0693,1.9987,1.09899,3.4202
-507.239,0.918358,0.0512064,6,63,0,512.764,0.370041,0.178798,0.266446,1.40512,0.590256,0.755872,1.35027,0.66288,1.1585,1.22169,1.08826,2.10551,0.79035,1.9062,0.179997
-508.918,0.826163,0.0512064,6,63,0,519.087,0.890543,0.52962,0.182613,0.460393,0.35275,2.94263,0.790103,1.65845,0.329909,0.647663,5.10713,1.33263,1.81237,0.55593,1.88578
-507.304,0.995868,0.0512064,6,63,0,514.741,0.36044,0.198088,0.258977,1.84458,0.84262,0.25442,1.40612,0.993336,1.39788,1.44188,0.611897,1.60688,1.63344,1.79561,0.568957
-509.629,0.65699,0.0512064,5,31,0,515.848,0.311972,0.43673,0.456381,1.31709,0.865669,0.495622,0.506729,1.09182,1.67039,2.36616,0.504509,1.12035,1.23023,2.05381,0.569902
-509.561,0.950609,0.0512064,6,63,0,516.932,0.367355,0.353351,0.622947,0.465566,0.477269,0.644249,2.82792,0.753769,0.555016,1.3728,0.827031,5.13023,0.631159,1.16931,1.76452
-510.278,0.989436,0.0512064,6,63,0,515.209,0.936681,0.183344,0.959661,0.878638,0.473547,1.11787,0.297778,2.09321,0.959625,1.49087,1.44966,0.424817,3.21139,1.81916,0.609248
-510.793,0.997698,0.0512064,6,63,0,518.599,0.447517,0.511111,0.385521,0.838833,0.311619,1.21116,2.6588,0.494912,0.636959,0.626555,2.55858,6.0945,0.466746,0.760978,0.442708
-509.567,0.95764,0.0512064,4,31,0,517.358,0.544255,0.453035,0.349077,0.759385,0.217388,1.40698,3.37774,0.397639,0.676766,0.765298,1.96836,4.26331,0.822619,0.76989,0.581643
-511.067,0.867071,0.0512064,6,63,0,518.028,0.666123,0.790742,1.28046,0.307201,0.321519,0.695402,1.19352,4.5423,0.343821,0.727008,1.09508,1.38082,8.33638,0.421132,1.86496
-512.35,0.981466,0.0512064,6,63,0,517.458,0.419605,0.216213,0.168485,2.24951,0.289717,1.48121,1.41066,0.26786,3.20809,0.518197,2.24371,3.60461,0.234179,4.56098,0.502328
-512.927,0.938596,0.0512064,6,63,0,520.276,0.530308,0.463405,0.0946853,3.73856,0.780874,0.469549,0.735852,0.59167,2.38949,1.30377,0.909699,1.60493,0.544718,4.29193,0.294616
-510.022,0.927214,0.0512064,6,63,0,520.909,0.246931,0.264584,1.81518,0.169008,0.412947,1.04989,1.87049,2.17699,0.248167,1.07116,1.35751,3.26684,2.60681,0.452444,2.84529
-515.13,0.791075,0.0512064,5,31,0,518.708,0.382316,1.06433,1.59042,0.132123,0.58671,0.539558,1.68414,5.33944,0.16219,0.835019,1.2126,2.16477,6.81704,0.283783,3.47256
-507.025,0.997992,0.0512064,6,63,0,519.63,0.637509,0.105427,0.460391,0.956084,0.68828,0.542755,1.24057,0.78416,1.41725,1.19701,1.24156,1.65345,1.12663,1.57119,0.383048
-510.915,0.612518,0.0512064,6,63,0,517.292,0.180362,0.403941,0.687373,1.63466,0.251572,0.945569,0.603546,1.97294,1.50879,0.687283,1.92818,0.75414,2.82752,1.59145,0.656697
-516.505,0.883351,0.0512064,6,63,0,521.362,0.787193,0.424236,0.46318,0.386625,0.696152,1.05552,1.87646,0.457045,0.378312,1.41596,1.90639,4.30502,0.676307,0.594345,0.206023
-508.718,0.937396,0.0512064,6,63,0,527.133,0.134741,0.390934,0.563836,0.33553,1.25182,0.367745,2.20216,1.11425,0.363728,2.57738,0.740237,3.26583,1.8681,0.471625,1.40228
-510.266,0.896841,0.0512064,6,63,0,519.226,0.158151,0.333212,0.714821,0.197724,1.09282,0.364889,2.20606,1.19445,0.426757,2.40094,0.757903,2.49582,1.73024,0.525048,1.34509
-508.111,0.884681,0.0512064,6,63,0,516.767,0.156998,0.323156,0.755299,0.550783,0.91555,0.505154,0.678528,1.96688,0.552613,1.759,0.874751,1.93843,1.87219,0.739924,0.516077
-506.917,0.851831,0.0512064,6,63,0,512.668,1.37185,0.338771,0.517527,0.940744,0.331903,1.41087,0.979906,0.995623,1.26758,0.531352,2.66084,1.66315,1.22385,1.40556,2.02508
-508.25,0.97485,0.0512064,6,63,0,513.455,0.346301,0.863101,0.694733,0.206047,0.724231,0.979904,2.10833,1.03145,0.376174,1.2913,1.4494,3.07424,1.13179,0.559713,0.924353
-514.334,0.787011,0.0512064,6,63,0,522.863,0.381492,0.238497,0.643328,5.2648,0.0845632,0.550615,1.11037,2.15187,3.28491,0.318829,0.827719,1.3918,2.9283,4.16784,2.79998
-509.012,0.993784,0.0512064,6,63,0,520.019,0.132093,0.536357,0.29654,0.389435,0.936944,0.752596,1.21384,0.789397,0.799943,0.932613,1.89988,1.96891,1.12104,0.948734,0.63055
-512.816,0.951678,0.0512064,5,63,0,523.548,0.171802,0.457725,0.302041,0.684694,1.02318,1.01299,1.36077,0.781483,0.821532,0.675553,1.96819,2.87597,1.15628,0.904174,0.941401
-507.36,1,0.0512064,6,63,0,517.823,0.508332,0.545136,0.544775,0.322902,0.414062,0.809248,1.23821,2.02465,0.833798,0.586638,1.13285,2.22484,2.46936,1.21173,0.354529
-509.312,0.970373,0.0512064,6,63,0,513.257,0.396054,0.230833,0.685656,0.749749,0.96441,0.828227,1.03706,0.507346,0.78228,2.34717,1.77952,1.43314,0.79572,0.986949,3.49932
-508.692,0.968793,0.0512064,6,63,0,514.982,1.42682,0.202247,0.392995,0.699621,0.542326,1.23348,0.764618,1.45747,0.394094,1.81074,2.10794,0.826628,2.94667,0.551457,0.321796
-508.521,0.936719,0.0512064,6,63,0,522.301,0.232858,0.213927,0.231528,0.750255,0.46995,1.2418,1.51063,0.544897,0.540338,2.34337,1.3136,2.41257,0.770599,0.714953,3.1388
-508.933,0.995479,0.0512064,6,63,0,517.248,0.512471,0.758361,0.80733,0.44168,0.779144,0.466206,1.696,2.04416,0.317496,1.34337,0.882957,3.45683,2.47303,0.412827,2.02705
-507.904,0.861241,0.0512064,6,63,0,517.508,0.576466,0.267572,0.598494,0.605011,0.412796,1.06775,1.44287,0.468233,1.39214,0.86919,1.85377,2.03848,0.799604,1.51663,2.82416
-507.984,0.900564,0.0512064,6,63,0,512.61,0.426118,0.447327,0.801568,0.273456,0.803466,1.02757,0.901748,1.09059,0.59174,2.37291,1.00962,1.49526,1.74837,0.752447,0.752468
-506.899,0.997002,0.0512064,6,63,0,511.118,0.664597,0.157485,0.757077,1.33845,0.38698,0.537015,0.975633,2.12211,0.745054,0.953918,0.867244,2.38572,1.96498,1.08514,1.7447
-509.455,0.90131,0.0512064,6,63,0,512.336,0.218896,0.385058,0.339237,0.306806,1.09767,1.56193,0.704729,0.701853,0.502195,3.00708,2.22716,0.837561,1.42563,0.647635,0.317695
-509.579,0.996385,0.0512064,5,31,0,515.161,0.187748,0.286986,0.193489,0.413225,1.1127,1.28998,0.657263,1.08909,0.398489,2.13211,1.7035,1.83917,0.981764,0.794089,0.43416
-513.549,0.987887,0.0512064,6,63,0,516.446,1.37876,0.121943,0.64942,2.40697,0.151845,0.753609,2.10661,1.15287,1.27137,0.323965,2.26046,2.36841,1.34481,1.86122,2.55272
-513.091,0.998051,0.0512064,6,63,0,521.811,0.217769,0.428848,0.0990118,0.372496,1.25373,1.00786,0.634084,1.1519,0.562006,1.96872,1.7564,1.64265,1.08411,0.635271,1.30143
-512.019,0.954339,0.0512064,6,63,0,521.036,0.688963,0.439925,0.281783,0.380369,0.415074,0.802413,3.39628,0.741528,1.06255,0.44033,0.936107,7.42694,1.12152,1.7065,1.5844
-507.951,0.99949,0.0512064,5,31,0,514.513,0.594603,0.37032,0.289628,2.18129,0.283208,0.560483,1.4801,0.799085,0.991496,1.58149,0.823989,2.50756,1.17206,1.16068,0.871403
-506.432,0.982855,0.0512064,5,31,0,515.943,0.248546,0.875945,0.463977,0.380341,0.422857,1.33521,1.39486,0.827118,0.524724,1.30946,1.65354,2.53699,0.972027,0.868774,0.67586
-508.261,0.916952,0.0512064,6,63,0,515.229,0.81712,0.135378,0.900094,1.67711,0.19628,1.34067,0.564454,1.81138,1.34707,0.49227,2.64088,0.875798,2.03855,1.54905,0.326144
-508.602,0.871146,0.0512064,6,63,0,517.705,0.369921,0.374657,1.6224,0.463883,0.338412,0.470023,1.0873,2.48912,0.858021,1.05694,0.504016,2.09128,3.38377,1.24806,0.767098
-508.102,0.989403,0.0512064,6,63,0,512.107,0.0935826,0.345934,0.714182,0.963742,0.460896,0.405423,1.36774,2.47047,0.813687,0.666334,1.03576,2.09088,2.64772,1.0368,0.59406
-508.192,0.998022,0.0512064,5,63,0,513.008,0.374011,0.503393,0.744933,0.641981,0.384369,1.01904,1.12714,0.829912,1.69277,0.802053,1.08781,2.24806,0.917225,2.25811,0.391246
-508.719,0.801278,0.0512064,5,47,0,516.023,0.318009,0.387852,0.22143,1.55366,0.251256,0.498725,1.91817,0.911868,1.34391,0.663155,1.13942,3.37176,1.05329,1.75712,0.550935
-511.411,0.996656,0.0512064,6,63,0,516.355,0.32126,0.651132,0.246779,1.20438,0.372492,0.512861,2.2057,0.934876,1.17254,0.522321,1.26437,1.9314,2.24522,1.89912,0.405876
