# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-07-27 17:14:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = .//input/input_trivial_v3.json
# init = .//input/init.json
# random
#   seed = 4028571590 (Default)
# output
#   file = .//output/output_trivial_v3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15
-977.949,0.975784,0.0422102,5,31,0,984.069,0.420838,0.540366,8.15246,2.63408,0.483924,4.61025,1.53494,0.33207,0.946514,0.584606,1.03187,1.97021,1.64517,2.14015,0.0825677
-973.385,0.917017,0.0422102,6,63,0,986.532,0.281695,0.498985,3.99613,2.64424,1.36426,3.01934,1.52581,0.181042,1.24115,1.26784,0.746797,1.63954,0.918191,2.66502,1.08279
-973.351,0.995265,0.0422102,5,63,0,981.515,0.232716,0.413957,4.02759,4.07118,1.68392,1.81224,1.04984,0.356918,1.18404,1.17616,0.999142,0.716879,2.06869,3.32814,0.362775
-974.165,0.947459,0.0422102,7,127,0,980.443,0.511814,1.08174,3.80785,0.713712,1.58199,4.17646,3.23156,0.203323,0.296472,0.816906,4.02171,1.87182,0.86912,0.903676,3.33322
-974.768,0.992918,0.0422102,7,127,0,979.983,0.461031,0.33319,3.67062,4.51266,0.81658,5.57012,0.670001,0.294903,1.41029,0.450124,3.52044,0.765325,0.848171,4.62802,0.77323
-976.862,0.942796,0.0422102,6,63,0,982.706,0.275807,0.598005,5.84355,1.33024,1.61468,2.77515,1.79723,0.336355,0.313541,1.66195,3.21605,0.95676,1.22706,0.784173,0.787482
-972.331,0.946061,0.0422102,4,15,0,981.068,0.293447,0.821443,4.49362,0.857037,2.07972,4.20673,1.39719,0.32768,0.360715,1.52311,2.16737,0.822166,1.63649,1.04078,0.660192
-975.14,0.670858,0.0422102,6,127,0,981.766,0.783019,0.267555,2.19713,3.42816,1.5732,6.46773,0.621523,0.134199,1.46415,1.12498,2.3917,1.05387,0.445049,4.29841,3.73873
-975.132,0.947477,0.0422102,7,127,0,983.261,0.819406,1.18258,2.44044,2.31041,0.548319,7.43674,2.18167,0.159461,1.14812,0.396837,3.74037,1.15269,0.954161,3.06096,0.7469
-971.81,0.938865,0.0422102,5,31,0,979.428,0.410238,0.625058,3.2828,3.15574,0.809714,5.26234,1.29268,0.226414,0.835265,0.657324,2.32816,1.80645,0.923541,1.96413,0.764208
-973.79,0.825493,0.0422102,5,63,0,981.883,1.01255,0.706125,3.03843,1.10715,0.934958,9.27976,1.64538,0.167612,0.512083,0.870877,2.37541,1.85935,0.824411,1.74147,2.39707
-971.974,0.719405,0.0422102,6,127,0,983.948,0.252985,1.07193,5.18193,1.75583,0.949757,2.40601,2.59786,0.324743,0.735888,0.815987,1.1056,1.22536,2.43982,2.30516,0.395783
-980.278,0.641366,0.0422102,6,63,0,984.524,0.664617,0.209945,4.95393,0.508149,6.01297,5.6764,0.625284,0.278445,0.258669,5.64518,1.6918,0.690486,1.45419,0.760982,0.806124
-972.767,0.991486,0.0422102,6,63,0,983.217,0.563987,0.990439,2.95589,1.83211,0.818979,6.0428,2.08839,0.135126,1.01426,0.554318,1.95503,2.30033,0.682507,2.96396,1.02014
-975.417,0.969283,0.0422102,6,63,0,980.921,0.92206,0.802097,2.11054,1.88491,0.791212,9.58198,1.66602,0.162655,0.729508,0.683716,1.77262,2.64483,0.558603,2.81116,1.48147
-975.404,0.708551,0.0422102,6,63,0,987.174,0.724561,0.475331,2.63255,1.99138,1.574,6.3665,1.2179,0.15176,0.974091,0.930233,1.75863,2.50901,0.454305,2.06067,1.59222
-976.579,0.97229,0.0422102,5,31,0,982.117,0.467124,0.717189,1.8356,3.19107,0.968023,4.68133,1.93692,0.142845,0.751756,1.61778,1.14245,1.39494,1.0659,2.22996,2.04083
-973.891,0.840382,0.0422102,5,63,0,981.948,0.285316,0.750635,2.64433,2.69947,1.55917,2.44981,2.30275,0.141077,1.05813,0.648782,2.14688,1.74835,0.826833,3.01322,0.925606
-976.667,0.922843,0.0422102,7,127,0,982.334,0.510213,0.290584,8.28156,0.497913,3.20964,5.37593,0.974447,0.37185,0.233397,2.14845,2.25543,0.972451,0.999325,1.0185,1.98124
-973.895,0.966495,0.0422102,6,127,0,982.094,0.17777,1.19687,2.63206,1.59805,2.04904,2.41563,2.56914,0.160114,0.853355,1.49617,1.29326,2.05918,0.609907,1.93269,0.383026
-974.225,0.903549,0.0422102,6,63,0,979.473,0.405096,1.42102,2.12606,1.34926,1.1533,4.10571,3.24485,0.159178,0.579158,1.13081,1.28455,3.50741,0.546267,2.07466,0.951162
-975.93,0.73942,0.0422102,6,63,0,982.956,0.277785,0.323413,8.41274,0.746082,2.98231,3.76813,0.787302,0.713962,0.241606,2.00612,1.67697,0.916576,2.83972,0.598675,3.77187
-976.653,0.748114,0.0422102,7,127,0,990.934,0.22987,0.416964,14.8683,1.00874,1.58357,2.58476,1.09094,0.910904,0.366678,1.19678,1.48792,0.911806,4.0065,0.748483,5.79706
-975.592,0.99101,0.0422102,6,127,0,981.318,0.286572,1.517,2.76703,1.75667,1.12206,2.70814,2.78826,0.252439,0.415914,1.0749,0.920996,4.30105,0.992164,1.03508,1.00606
-976.279,0.953299,0.0422102,7,127,0,981.547,0.633447,0.450111,5.03868,1.61994,1.2057,5.10448,1.11372,0.42763,0.603832,1.00024,1.2409,0.755143,3.14772,1.9084,0.387285
-974.489,0.992916,0.0422102,6,63,0,981.654,0.659784,0.872961,8.0494,0.301762,1.49195,7.16324,2.27718,0.351519,0.201457,0.897536,2.81559,1.9418,1.54068,0.688362,0.839386
-971.676,0.824021,0.0422102,6,95,0,980.22,0.255566,0.416938,3.87666,3.08111,2.17163,2.11372,1.15103,0.218534,1.11609,1.9109,0.830257,0.864001,1.37515,2.87066,2.85431
-971.721,0.939075,0.0422102,5,63,0,976.187,0.220188,0.834568,3.29807,2.71845,1.40282,2.56811,1.73517,0.26445,0.783614,1.20023,1.12476,1.50722,1.40449,1.62666,2.86492
-972.543,0.994541,0.0422102,6,127,0,975.887,0.647234,0.306768,4.67233,2.46104,1.14472,5.98117,0.687739,0.286907,0.662392,1.45452,1.7425,1.16962,0.962081,1.69768,1.3753
-972.86,0.891246,0.0422102,6,95,0,980.761,0.231133,0.782448,5.54697,2.05689,1.35821,1.91354,1.95677,0.257378,1.42951,0.625573,1.10632,1.88676,1.00958,3.85349,2.52359
-973.021,0.976476,0.0422102,6,63,0,976.046,0.431834,0.887189,6.77749,2.2737,0.497133,3.29623,2.42776,0.374866,0.914485,0.389283,1.05793,2.14703,2.98508,1.88412,1.43634
-975.707,0.954564,0.0422102,6,127,0,981.035,0.337905,0.227208,14.2204,1.81585,1.09172,3.63138,0.665135,0.712069,0.704747,0.850844,2.16118,0.541469,1.90519,2.60756,5.7805
-975.422,0.993248,0.0422102,7,127,0,980.863,0.390667,1.10935,5.96058,0.897339,0.808099,4.82678,2.55019,0.354253,0.506681,0.302254,4.02451,2.57074,1.19681,1.18088,0.242542
-973.132,0.827317,0.0422102,6,63,0,982.154,0.559858,0.943582,8.26395,1.15753,0.541849,5.31206,2.18952,0.511447,0.307445,0.633469,2.15387,2.15952,1.72793,0.902074,0.728934
-971.85,0.828072,0.0422102,6,127,0,977.097,0.640527,0.685037,5.57323,1.45358,0.709663,5.77771,1.57356,0.327812,0.489936,0.792046,2.82016,1.11334,1.27077,1.35764,0.780477
-972.166,0.98482,0.0422102,7,127,0,975.898,0.269694,0.549796,2.68743,2.27542,2.68582,2.48153,1.54237,0.153641,1.08971,1.26394,1.23607,1.06297,1.21541,2.28232,2.02884
-974.679,0.993568,0.0422102,6,63,0,979.139,0.25242,0.218908,4.21014,3.44504,2.33389,3.6451,0.492161,0.212979,1.81304,1.19234,1.45472,0.8787,0.712865,4.26,0.724471
-975.852,0.915872,0.0422102,7,127,0,979.162,0.67852,1.77574,3.69081,0.678195,0.952995,5.92792,3.72328,0.337574,0.161788,1.03755,2.20941,2.64855,1.79397,0.49491,1.09013
-975.293,0.871165,0.0422102,5,63,0,987.093,0.258576,0.66206,5.33166,1.11993,1.6876,4.37088,1.54092,0.238517,0.571653,0.967749,2.74371,1.26614,1.44563,0.938033,1.02753
-976.128,0.997311,0.0422102,5,47,0,979.757,0.327932,1.19122,2.8062,1.11826,1.65338,4.82544,2.10826,0.129409,0.594492,1.92828,1.07554,2.21149,0.850809,1.39424,0.598248
-974.305,0.952373,0.0422102,6,63,0,981.787,0.153553,1.75634,5.42567,0.520655,2.57176,2.09377,3.39157,0.327051,0.205689,1.81678,1.12891,3.20976,1.21547,0.770823,0.319417
-974.243,0.955008,0.0422102,6,63,0,979.111,0.242397,0.845746,4.83463,1.56796,1.36128,2.86947,1.65305,0.363475,0.473704,1.77405,0.827382,1.41068,1.47187,1.48836,0.145223
-975.563,0.901559,0.0422102,7,127,0,980.022,0.308084,0.332448,5.73432,1.14114,3.13287,3.6594,0.69737,0.268078,0.486068,2.9201,2.45086,0.632793,0.73838,1.8399,1.5343
-974.907,0.935328,0.0422102,5,63,0,981.943,0.348134,0.413912,3.17252,2.35897,2.26723,2.95464,1.15656,0.273496,0.774925,1.26056,0.999262,0.941399,2.26444,1.52424,0.80917
-973.738,0.993248,0.0422102,5,31,0,980.941,0.124486,0.598857,5.53777,1.63149,3.19601,1.33686,1.36453,0.4077,0.577258,2.08913,1.13313,0.688307,1.5486,2.43828,0.780071
-971.372,0.585202,0.0422102,5,31,0,980.801,0.195553,0.573543,5.09277,1.58452,2.40722,1.77016,1.56828,0.288555,0.728304,1.69757,0.815392,1.15782,1.70946,1.45148,0.547628
-981.393,0.988217,0.0422102,5,63,0,987.643,0.0741269,1.72617,3.5828,0.767417,5.25081,1.33183,3.06137,0.185772,0.386097,2.92911,1.32995,0.962725,1.46248,0.820351,0.384198
-977.948,0.790756,0.0422102,6,63,0,989.43,0.755973,0.615906,3.66261,1.98062,0.879448,5.29687,1.92043,0.214197,0.637662,0.628561,1.56896,6.72864,0.365458,2.03948,1.48318
-974.632,0.917409,0.0422102,5,63,0,983.062,0.642395,0.736725,5.2379,1.01867,0.878094,7.82318,1.74793,0.248549,0.600109,0.581008,1.74329,3.83126,0.923326,1.62408,1.68515
-976.886,0.724318,0.0422102,6,95,0,987.44,0.995802,0.530971,3.04443,2.06713,0.860068,5.77721,1.6985,0.244451,0.568671,0.628244,1.59561,4.36539,0.788015,1.56058,1.4988
-971.211,0.57423,0.0422102,5,31,0,983.84,0.492224,0.698558,3.29239,2.19482,0.78585,6.52297,1.66405,0.165325,0.977134,0.59217,2.51472,1.67374,0.879851,2.11473,1.94557
-973.889,0.932723,0.0422102,5,31,0,977.36,0.688068,0.504481,4.74727,2.57206,0.661014,5.86671,1.2387,0.299429,0.97012,0.585225,1.27772,2.44918,0.920538,2.98171,5.38917
-977.729,0.806652,0.0422102,5,31,0,982.784,0.309046,1.10738,4.37435,2.69016,0.646109,3.3474,2.3217,0.237825,1.1431,0.291007,4.52701,1.23774,1.09561,3.39878,2.81052
-975.589,0.525235,0.0422102,5,31,0,990.934,0.871326,0.591661,4.38021,2.23818,0.555434,7.14115,1.3114,0.19639,1.14632,0.476853,1.92796,2.1841,0.911255,2.42032,1.40151
-973.851,0.989688,0.0422102,6,63,0,980.496,0.259868,0.516741,5.88849,1.81073,1.04208,3.31149,1.63311,0.282872,0.876103,0.795864,1.63722,1.11482,1.56808,2.53452,0.323126
-973.71,0.963072,0.0422102,7,127,0,978.661,0.195049,0.65506,3.40697,2.50399,2.2182,1.61415,1.66256,0.204562,0.849351,1.74395,1.05887,1.12291,1.01698,3.40593,1.54254
-974.829,0.949494,0.0422102,7,127,0,979.374,0.271389,0.73232,3.72909,2.18824,1.62074,2.16835,2.12278,0.264344,1.08811,0.9372,0.630405,3.31277,1.0135,2.69789,0.564913
-977.987,0.969603,0.0422102,6,63,0,982.08,0.143507,2.60994,3.12168,2.05007,1.04318,1.4576,5.02502,0.214444,0.496022,0.786955,1.14575,3.95612,0.876675,1.43022,2.68259
-972.6,0.892423,0.0422102,5,31,0,980.869,0.217324,1.31979,3.76019,1.60329,1.28685,2.34148,3.42552,0.193832,1.00407,0.709788,0.77992,3.57527,0.874424,3.01219,1.65565
-975.813,0.770632,0.0422102,7,127,0,983.322,0.265841,0.147211,7.61715,1.95554,2.74598,3.89356,0.391648,0.354679,0.760932,2.11471,1.93294,0.59236,1.16549,1.74324,0.540995
-973.215,0.921808,0.0422102,5,31,0,979.475,0.330333,0.415238,4.18751,2.1566,2.00761,3.3864,0.948068,0.198755,1.19447,1.71163,0.999189,0.633197,1.5424,2.67884,1.51155
-976.905,0.822965,0.0422102,7,127,0,981.581,0.684836,0.532861,4.99468,1.13183,0.882784,8.3191,1.80269,0.253541,0.286839,1.04864,3.7907,1.69633,1.38745,0.624952,0.830896
-976.596,0.725905,0.0422102,6,63,0,983.419,0.277416,0.565367,6.35014,2.19508,1.25631,3.33253,1.22421,0.294581,1.04459,0.892514,0.799214,1.18747,1.97222,2.82168,0.7142
-975.812,0.985372,0.0422102,5,63,0,981.487,0.276058,0.534183,6.06046,2.4012,1.20339,2.25312,1.45213,0.431875,0.629749,1.41918,1.3619,1.46124,1.08182,2.16701,0.469859
-976.303,0.990672,0.0422102,6,95,0,984.018,0.226386,0.452854,7.2826,4.03327,1.04067,1.67404,1.10614,0.524597,1.05715,0.549308,1.14323,0.939725,2.52704,3.11343,0.816886
-973.529,0.997774,0.0422102,6,63,0,982.577,0.515976,0.448741,10.9418,0.789679,1.44945,4.49442,0.991989,0.611923,0.272868,1.4075,1.70689,1.0299,2.02626,1.21434,1.54025
-976.794,0.954168,0.0422102,6,127,0,982.502,0.74592,0.728513,2.39594,1.74677,1.42171,5.42659,1.6035,0.175647,0.571615,0.800304,4.04302,2.26384,0.638915,0.969379,0.907803
-980.37,0.921679,0.0422102,5,31,0,988.03,0.556451,0.430576,2.37363,2.19516,1.4651,7.12417,1.21882,0.148328,0.513705,0.82875,4.70729,2.18102,0.662401,0.812447,1.00911
-975.083,0.92612,0.0422102,5,63,0,985.794,0.779331,0.871527,3.7696,0.776356,1.09338,7.65931,2.24404,0.21268,0.324283,1.19657,1.96384,1.96724,0.774542,1.6119,2.02248
-977.829,0.848545,0.0422102,6,127,0,985.1,0.443983,1.13523,1.5893,1.70562,1.62556,4.36747,3.15696,0.0903257,0.572852,0.843605,2.18402,3.68232,0.638994,0.817559,0.867756
-971.333,0.961676,0.0422102,4,15,0,980.503,0.546972,1.52045,1.88547,1.12572,1.37141,5.64096,3.22903,0.129343,0.433023,0.81908,2.77216,3.11152,0.562672,1.32609,1.20414
-971.832,0.781354,0.0422102,6,63,0,979.979,0.267659,0.626756,3.57286,1.32195,3.38125,2.39024,1.49196,0.24794,0.463565,2.00865,0.817003,3.03429,0.769446,1.36251,0.65834
-975.934,0.969059,0.0422102,6,63,0,979.384,0.0991112,0.93083,8.54583,1.90011,1.44807,1.25163,2.25327,0.381329,0.916323,0.705632,0.879868,1.68341,2.45498,2.01044,0.144915
-973.698,0.990126,0.0422102,7,127,0,980.819,1.0612,0.645034,2.80454,1.35045,0.748552,12.5476,1.39082,0.157762,0.66396,0.659181,5.23918,0.963323,0.750209,2.08135,0.70695
-974.828,0.971382,0.0422102,6,63,0,980.57,0.171429,1.31089,3.99775,1.0238,2.20957,2.01554,2.81996,0.259385,0.61445,1.07074,1.24627,1.37053,2.16612,1.40681,4.39159
-974.598,0.984877,0.0422102,7,127,0,982.33,0.440218,0.636541,3.20392,1.59711,1.59273,4.78195,1.51218,0.168114,0.754053,0.688986,4.0324,0.807577,1.47935,1.43028,0.252839
-974.18,0.929002,0.0422102,6,127,0,979.489,0.45148,0.692985,5.14608,1.47514,0.844625,4.50692,2.09212,0.241488,0.698469,1.11803,1.14848,2.09526,0.947045,2.0661,0.255567
-971.83,0.701202,0.0422102,7,127,0,978.107,0.308223,0.718781,9.41604,1.71597,0.644714,3.49021,1.77962,0.410347,0.6519,0.552264,1.95584,1.28484,1.87425,1.80203,0.63809
-973.396,0.890832,0.0422102,7,127,0,979.013,0.313809,0.613399,2.61393,1.47528,3.05729,2.52262,1.69775,0.216705,0.541636,2.20809,1.24161,1.85148,0.848579,1.09348,2.03343
-972.757,0.979259,0.0422102,7,127,0,978.101,0.570107,0.649315,7.46472,1.31208,0.693453,5.50752,1.37002,0.371695,0.799681,0.419248,2.14915,1.83584,1.76525,1.97033,0.86171
-976.381,0.364112,0.0422102,4,15,0,987.513,0.640026,0.70015,6.61991,1.75304,0.415474,6.60874,1.39421,0.480483,0.470286,0.591455,2.05696,1.17901,2.25945,2.06879,0.775276
-976.137,0.984355,0.0422102,6,63,0,987.282,0.12878,0.852422,15.6777,2.65264,0.526613,1.70555,1.41386,0.981065,1.0579,0.443096,0.617299,2.04689,2.92584,3.17958,0.45871
-981.048,0.979311,0.0422102,5,31,0,986.034,0.135747,0.937219,16.4478,2.37435,0.380428,2.09694,1.46071,0.956893,1.18799,0.473157,0.564604,2.01656,2.49505,3.33445,0.43395
-975.833,0.788307,0.0422102,6,63,0,989.319,0.0841248,0.856958,13.358,3.01062,0.606918,1.23536,2.13858,0.773905,1.01136,0.512164,0.531949,1.99338,3.54531,3.16583,0.553085
-973.824,0.874288,0.0422102,6,63,0,980.853,0.570434,1.0076,4.69185,0.945936,1.04059,5.36173,2.45948,0.268664,0.322729,0.653743,3.19359,2.49456,1.00203,0.712543,0.429507
-971.706,0.846463,0.0422102,4,31,0,983.646,0.42108,1.43666,4.32372,0.746788,1.32336,4.69742,2.9673,0.231361,0.33072,0.929625,2.04514,2.37006,1.17199,0.951915,0.443991
-971.314,0.972794,0.0422102,7,127,0,974.286,0.238759,0.367832,3.51793,3.52405,1.90547,2.46293,0.984663,0.273654,0.949938,1.66383,1.26039,0.7502,1.24639,2.69095,1.75154
-976.166,0.722423,0.0422102,7,127,0,982.409,0.323691,1.26039,5.48891,0.755354,1.05709,4.22195,2.91442,0.276409,0.491578,0.681669,2.37208,3.40762,0.872784,1.22342,0.716915
-976.652,0.998734,0.0422102,6,95,0,980.962,0.195796,1.21227,5.36525,1.75474,0.79245,3.03475,2.75296,0.32115,0.374552,0.971269,1.00038,2.16558,2.34809,0.88266,0.731661
-975.653,0.748936,0.0422102,5,63,0,989.339,0.61941,0.343621,5.42898,1.6136,1.5938,3.71482,1.06131,0.381937,0.711011,0.879352,1.05722,1.12051,1.81549,2.92048,1.1284
-973.162,0.912656,0.0422102,5,63,0,980.593,0.260994,0.581047,4.69115,2.22467,1.07063,3.95052,1.48419,0.227143,0.647247,0.985558,1.99151,2.00633,0.731878,1.89553,0.668345
-976.257,0.872419,0.0422102,5,31,0,980.267,0.484727,0.315104,4.74116,1.32293,2.85431,3.86528,0.983387,0.222674,0.617242,1.86735,0.68584,1.8853,1.23411,2.12068,0.324256
-973.515,0.965353,0.0422102,5,63,0,981.085,0.347617,0.606403,2.69201,2.82366,1.45762,3.49583,1.34446,0.162798,0.87392,1.32877,2.71846,0.810193,0.595554,2.4047,2.16389
-978.735,0.80239,0.0422102,6,63,0,986.436,0.387742,1.37635,5.83692,0.327371,1.68579,5.1491,2.65605,0.351105,0.174089,0.893045,3.65971,2.87819,1.41855,0.345089,0.516538
-973.516,1,0.0422102,6,63,0,982.468,0.432965,0.776903,6.13702,0.759362,1.39422,4.16672,1.75756,0.365426,0.305534,1.61626,1.23656,1.37597,2.36296,0.850066,4.287
-974.027,0.999872,0.0422102,6,95,0,977.878,0.238407,1.19373,2.32604,3.31438,0.860782,2.99865,2.81585,0.149676,1.27035,0.527751,1.94846,1.34348,1.52631,2.22921,0.730751
-971.414,0.958215,0.0422102,5,31,0,977.294,0.331217,0.963495,3.80326,1.7326,0.994482,3.62679,2.47965,0.18337,0.97214,0.602781,1.31366,3.50624,0.820715,2.57341,1.0287
-976.39,0.955407,0.0422102,6,63,0,980.185,0.0814938,0.991921,8.17473,3.57902,1.16548,0.763682,1.98302,0.497751,1.68146,0.72245,0.503194,0.890799,3.27191,4.12322,0.781598
-975.048,0.594348,0.0422102,6,127,0,984.273,0.438258,0.348573,13.9648,1.64869,0.809802,3.24639,0.794035,0.990691,0.676947,0.654206,0.904934,1.52118,2.53832,2.28199,0.211785
-973.813,0.938185,0.0422102,6,63,0,983.168,0.18423,1.47814,9.12866,1.38331,0.764,1.56243,3.71718,0.515447,0.739117,0.468516,0.633495,3.10216,3.2289,1.60875,0.253162
-973.443,0.973138,0.0422102,6,63,0,978.111,0.145863,1.38386,10.2259,1.08577,0.803678,1.94866,3.53085,0.506515,0.563736,0.513078,0.889467,2.5867,2.99798,1.46703,0.314461
-977.806,0.914078,0.0422102,6,63,0,983.348,0.095531,1.45039,18.5787,1.56924,0.545422,0.92737,3.65265,1.19933,0.501902,0.355229,0.635725,4.1902,4.17479,1.50015,0.401658
-974.378,0.949491,0.0422102,6,127,0,986.118,0.237037,0.951108,2.0172,1.79273,2.67628,2.19625,2.48667,0.12365,0.647048,1.9585,1.26066,2.66431,0.648092,1.08251,4.61045
-976.253,0.891155,0.0422102,7,127,0,980.288,0.843267,0.557391,8.64117,0.925636,0.681642,6.42047,1.62507,0.468607,0.443212,0.841787,2.20663,1.16078,2.0265,1.44863,0.581133
-972.605,0.992132,0.0422102,7,127,0,978.558,0.168456,1.15669,3.08459,1.21434,2.47794,2.26993,2.54235,0.228892,0.319866,2.48856,1.01105,2.29584,0.86815,1.00091,2.78578
-978.316,0.721852,0.0422102,6,63,0,983.25,0.536656,0.11086,6.67696,2.66999,1.74068,5.74511,0.358973,0.409765,1.35333,0.948403,1.40128,0.472052,1.85037,4.19297,0.861213
-977.343,0.872298,0.0422102,6,127,0,983.056,0.522093,0.130725,7.7134,2.79581,1.82791,4.03086,0.372415,0.325084,1.57204,1.3176,1.39168,0.460838,1.91411,3.97943,1.03027
-975.007,0.981467,0.0422102,6,127,0,986.315,0.192891,0.994433,4.48786,2.93346,0.692441,2.20278,3.19306,0.27372,0.822088,0.592346,1.51233,2.25639,1.13926,1.69511,0.305612
-978.766,0.895502,0.0422102,6,111,0,983.673,0.298697,1.04294,3.9573,2.57184,0.512977,4.35997,2.78209,0.23504,1.11518,0.34864,0.905075,2.4901,1.59344,4.16582,0.539953
-977.046,0.965272,0.0422102,5,47,0,986.595,0.217031,0.67308,6.83423,2.52067,0.89171,1.68282,3.19628,0.282833,0.746132,0.789287,1.09933,2.64456,1.03425,1.6995,1.27939
-979.336,0.877703,0.0422102,5,63,0,987.296,0.655725,1.43338,2.20923,0.854663,1.05699,10.0375,2.21722,0.135775,0.415426,0.672726,2.39029,2.88194,0.880306,1.51433,0.776797
-978.335,0.999249,0.0422102,6,95,0,987.518,0.101486,0.722164,3.58215,3.28194,1.8619,1.72086,1.03181,0.330084,1.06048,1.94407,0.732757,1.21116,0.884139,3.35606,1.57302
-977.028,0.816294,0.0422102,6,63,0,984.805,0.0759935,1.2199,5.02881,2.40694,1.44318,1.36395,2.45053,0.370615,0.743777,1.37929,0.519912,2.62167,1.16248,2.76565,0.326935
-972.304,0.9998,0.0422102,5,31,0,983.646,0.171083,0.875986,3.32745,1.76955,2.21118,1.90494,1.79448,0.264689,0.712106,1.79194,0.554762,2.00905,1.5804,1.58141,1.49066
-977.947,0.809972,0.0422102,6,63,0,983.407,0.0962069,0.856418,5.37154,0.643261,6.14087,1.40615,1.7381,0.314727,0.394218,3.64465,0.438067,3.51485,0.750757,1.1384,0.465842
-979.671,0.786022,0.0422102,6,63,0,987.415,0.0662346,1.00182,5.34052,1.16961,4.9578,0.782186,2.01867,0.53627,0.396592,3.36756,0.314713,1.24999,4.04789,1.10589,0.371508
-978.821,0.820797,0.0422102,5,31,0,984.546,0.118397,0.675284,6.37153,0.702433,6.43433,1.22809,1.23363,0.430279,0.29335,3.34665,0.547748,2.11443,1.23201,1.15454,0.272206
-975.175,0.976737,0.0422102,6,63,0,985.769,0.183724,1.5,2.70323,1.00299,2.36217,2.90374,3.3051,0.159045,0.514293,1.75304,1.09882,2.14188,1.04423,1.23087,0.50918
-975.333,0.965443,0.0422102,6,63,0,979.131,0.427122,0.736472,3.03305,1.28262,1.26519,6.24744,1.59215,0.146394,0.669868,1.3286,1.50447,2.26667,0.622401,1.65792,0.89499
-980.658,0.740851,0.0422102,4,15,0,986.157,0.515508,0.557852,2.95711,1.40329,2.03337,4.34011,2.09354,0.206803,0.699176,0.711818,1.97221,2.63976,0.633012,2.08733,0.828365
-979.135,0.998693,0.0422102,5,47,0,987.696,0.39567,1.24008,2.29703,2.75963,1.3546,2.32653,3.05339,0.131789,0.996949,0.936948,1.19422,2.08626,1.03544,2.64767,0.159082
-972.027,0.963318,0.0422102,6,127,0,984.004,0.444111,0.724704,6.76909,1.94211,0.594308,4.17358,2.07173,0.294979,0.901782,0.417065,1.80607,2.23977,1.27565,1.90685,2.36572
-972.297,0.879721,0.0422102,6,127,0,980.304,0.402286,0.321276,3.26643,2.41169,2.03529,4.39115,0.645949,0.286491,0.841624,1.5083,1.85054,0.558365,1.53064,2.2354,0.289228
-972.288,0.842319,0.0422102,7,127,0,978.055,0.303324,0.564184,2.93217,2.6111,1.70491,3.17465,1.36776,0.174279,1.09926,1.71403,0.882827,2.04737,0.688516,2.74668,1.29863
-975.34,0.961423,0.0422102,6,63,0,978.972,0.236034,0.480394,2.31047,3.67943,2.56782,1.97931,1.04506,0.191334,1.42506,1.19292,1.7733,0.767264,0.602984,5.24792,1.27564
-973.746,0.877015,0.0422102,6,63,0,980.888,0.402465,0.751031,2.663,2.19078,1.77598,2.60142,1.96052,0.246951,0.596139,1.1594,0.99481,2.09124,1.41155,1.5848,3.17032
-979.948,0.576744,0.0422102,6,111,0,985.01,0.171746,0.861841,4.06775,0.697868,4.9723,1.3666,2.41837,0.266346,0.356631,2.40189,0.78037,2.31229,0.684579,1.49677,1.8321
-980.592,0.813317,0.0422102,7,127,0,990.002,0.635425,1.17027,2.09384,1.05436,2.28705,5.19978,2.40275,0.184562,0.257789,1.87165,2.18175,1.49205,1.14572,0.719401,0.532778
-974.257,0.987489,0.0422102,6,63,0,984.443,0.814275,1.56724,1.81068,0.953342,1.13901,7.49795,3.43506,0.111656,0.427613,0.756273,3.5396,4.51106,0.38817,1.24333,0.357764
-973.282,0.933814,0.0422102,6,63,0,979.509,0.547787,0.390844,5.23077,2.17842,1.12925,4.52775,0.935123,0.424057,0.656878,0.97864,1.83126,0.721533,2.24487,1.29887,0.447128
-975.204,0.994678,0.0422102,6,63,0,981.917,0.476878,0.300917,7.16911,5.28079,0.48473,3.69886,0.834986,0.415967,2.03674,0.340686,2.02308,1.17711,1.24871,5.52624,2.76464
