# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-07-27 17:14:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = .//input/input_trivial_v3.json
# init = .//input/init.json
# random
#   seed = 4028571590 (Default)
# output
#   file = .//output/output_trivial_v3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15
-972.141,0.996387,0.0422102,7,127,0,978.904,0.249691,0.478453,4.9176,2.10822,1.66637,2.81035,1.0577,0.271717,0.908367,1.16128,1.36703,1.47775,0.712956,3.67295,0.378126
-975.615,0.938183,0.0422102,6,63,0,981.721,0.266135,1.16512,3.6433,0.588889,4.2269,2.55656,2.69065,0.175601,0.233238,3.87096,1.49399,1.95806,0.55014,0.827172,0.381913
-974.494,0.961851,0.0422102,4,31,0,985.476,0.351851,0.65558,3.4429,0.915589,2.75266,4.26941,1.84332,0.200367,0.227448,3.02063,2.00977,1.90536,0.669358,0.831013,0.484356
-976.007,0.991337,0.0422102,6,63,0,983.321,0.159655,0.273452,4.22249,5.86629,1.87315,1.65038,0.845106,0.21747,1.68925,1.43285,1.22064,0.672195,1.12718,4.74164,0.614993
-976.928,0.97003,0.0422102,5,31,0,982.843,0.168052,0.288474,3.82179,6.84455,1.6883,1.76872,0.621595,0.279927,3.34047,1.01698,0.639196,0.542252,1.64507,10.5971,0.713617
-973.74,0.960416,0.0422102,6,63,0,982.5,0.189126,0.258004,3.55093,2.69314,3.42496,2.73971,0.652043,0.184474,1.28315,2.37614,1.16217,0.816494,0.750976,3.22858,1.35703
-977.499,0.871274,0.0422102,5,31,0,983.196,0.221508,0.385444,3.34441,3.46824,2.9854,1.57719,0.932258,0.275446,1.31321,1.65013,1.58223,0.371792,1.31496,4.82797,0.891021
-977.646,0.926533,0.0422102,7,127,0,983.871,0.439444,1.31317,4.11537,1.20015,0.901804,3.141,3.52851,0.332501,0.326151,0.474172,2.72481,3.12027,1.09978,1.15965,0.154072
-971.965,0.994866,0.0422102,6,63,0,981.445,0.226317,0.522023,6.297,1.01211,2.2741,2.9167,1.15464,0.369078,0.512543,1.544,1.07646,1.84009,1.16892,1.56074,2.08754
-974.824,0.99437,0.0422102,6,63,0,977.36,0.91696,0.627786,3.00107,1.00346,1.25259,12.969,1.17811,0.189238,0.422034,0.871264,5.75753,1.47642,0.578771,1.10586,0.367762
-978.866,0.959171,0.0422102,6,63,0,986.28,0.631886,0.480063,3.22759,1.00597,1.71023,7.05569,1.60925,0.177599,0.283192,1.02921,6.71338,0.837722,1.18059,0.922278,0.412166
-978.908,0.995546,0.0422102,6,127,0,984.711,0.96798,0.641163,4.20576,0.676933,1.95505,7.89579,1.37034,0.191117,0.376341,1.10632,6.09615,1.06588,0.953636,0.643362,0.723081
-971.165,0.999441,0.0422102,6,127,0,983.433,0.154816,1.14932,5.89639,1.73581,1.05921,2.03147,2.65319,0.317356,0.728295,0.85058,0.77778,2.90934,1.08419,2.60507,0.482842
-974.665,0.76045,0.0422102,6,63,0,979.327,0.211214,1.29059,3.17178,3.79358,0.609088,2.50743,3.00042,0.193283,1.33079,0.529253,0.879269,2.41895,1.38579,4.04183,0.166918
-975.072,0.926456,0.0422102,6,63,0,981.939,0.425947,1.30635,5.70377,0.726384,1.10077,3.61222,3.2805,0.376468,0.262823,1.4005,1.33316,2.97452,0.951919,0.877141,2.0095
-972.829,0.957064,0.0422102,6,63,0,980.109,0.220491,0.665841,4.88812,1.82031,2.01715,2.10713,1.34584,0.283065,0.752994,1.80862,1.01342,1.28426,0.735751,2.42103,1.5879
-975.521,0.940501,0.0422102,6,63,0,979.829,0.36318,0.312921,7.07191,1.07687,2.30752,3.96627,0.765647,0.44776,0.368864,2.32049,1.84628,0.446232,1.76615,1.19987,3.038
-975.056,0.916529,0.0422102,7,127,0,982.839,0.262889,1.74862,2.46257,2.23819,0.751629,3.21583,4.17695,0.196087,0.897094,0.616356,1.06759,3.31627,0.959689,2.63397,0.327921
-975.21,0.965273,0.0422102,7,127,0,981.416,0.38128,0.260226,7.32211,0.88803,3.03929,3.87823,0.873435,0.423257,0.414235,1.97653,1.96911,0.488752,2.00395,1.38924,2.94743
-974.757,0.796635,0.0422102,7,127,0,982.486,0.281861,0.63679,4.91476,0.920606,3.18938,2.75618,1.46014,0.315733,0.246909,3.39549,1.28338,1.52949,1.44538,0.710656,2.67575
-977.986,0.931636,0.0422102,6,63,0,987.52,0.203447,0.991885,3.13067,2.05531,2.09976,2.32846,1.42809,0.223773,0.721296,1.85338,0.679411,1.7363,1.06142,1.89075,12.6917
-980.211,0.865883,0.0422102,6,63,0,987.969,0.234588,0.632514,1.70947,3.63887,2.5495,1.76546,2.30942,0.0952564,1.46594,1.82772,0.821286,1.8448,0.709313,3.15386,15.1999
-986.283,0.816766,0.0422102,6,63,0,998.831,0.617634,0.209402,27.1138,1.93758,0.452589,3.43734,0.761123,1.586,0.569805,0.239644,1.68004,0.893641,8.98101,1.31622,0.194007
-981.673,0.995332,0.0422102,6,63,0,992.536,0.471128,0.426116,18.426,0.525015,1.81076,2.98506,1.20974,0.869859,0.330217,0.580399,1.96702,0.910655,5.59231,0.726589,0.206845
-975.134,0.994619,0.0422102,5,31,0,986.385,0.402948,0.452548,11.638,0.825415,1.2445,5.01581,1.04711,0.637848,0.322946,1.04576,1.50525,0.9262,4.62191,1.00188,0.327423
-974.683,0.976452,0.0422102,7,127,0,983.596,0.229254,1.03247,1.97813,2.46763,1.76684,2.79631,2.44464,0.101523,0.930119,1.06744,1.58906,2.43562,0.362611,3.83316,2.93723
-975.552,0.896145,0.0422102,6,127,0,983.574,0.369915,0.408691,3.09247,1.89138,1.74809,4.5635,1.22247,0.17653,0.917317,1.09724,3.11448,0.945572,0.60409,3.32542,2.53964
-974.776,0.971368,0.0422102,6,127,0,979.214,0.377902,1.41255,4.39504,0.750764,1.37274,4.06819,2.59555,0.266587,0.362326,0.980991,2.47841,2.70663,0.842068,1.20673,0.247625
-977.124,0.999068,0.0422102,6,127,0,982.55,0.29377,0.91286,7.44305,0.595602,2.00688,3.5149,1.88195,0.338451,0.300324,1.5665,0.875118,3.52437,1.26811,0.602582,0.191119
-972.768,0.929316,0.0422102,5,63,0,985.502,0.296487,0.797356,2.22984,1.66725,2.14199,3.83396,1.97588,0.130944,0.638586,1.53527,2.12337,0.853677,0.824414,2.44079,1.20959
-972.415,0.948015,0.0422102,7,127,0,976.561,0.305723,0.593755,5.873,1.38348,1.29165,3.69761,1.52006,0.409782,0.367249,0.903946,2.52704,0.877793,2.24652,1.22168,0.39148
-972.9,0.887447,0.0422102,3,15,0,976.72,0.305134,0.564179,5.98034,1.24421,1.22164,4.28385,1.54928,0.351449,0.418015,0.910199,2.46386,1.01907,2.31772,1.12781,0.421412
-973.203,0.872131,0.0422102,5,63,0,980.041,0.620863,0.688481,4.4135,1.15311,1.47112,4.87661,1.4776,0.286067,0.549189,1.00611,2.47553,1.2726,1.37729,1.32621,0.430593
-975.185,0.908412,0.0422102,6,63,0,979.809,0.253021,0.6401,5.16555,0.552881,4.20806,2.48669,2.08721,0.308744,0.201379,2.4548,0.844605,2.65142,1.29437,0.707843,0.523212
-974.015,0.716573,0.0422102,5,31,0,981.301,0.152631,1.00273,6.65531,0.493343,4.11908,1.91882,2.13403,0.377667,0.174176,3.57415,1.15359,1.45516,1.50245,0.557578,0.702344
-972.834,0.900181,0.0422102,6,63,0,979.205,0.237211,0.465552,8.21015,1.06046,2.65093,2.47916,1.03965,0.389494,0.529723,1.60252,0.896154,1.43783,2.27309,1.21476,0.683993
-973.172,0.932644,0.0422102,6,63,0,979.282,0.239136,0.49238,8.77268,0.988675,2.5888,2.0399,1.39373,0.391169,0.578874,1.70954,0.806078,1.15723,2.37712,1.04247,0.738996
-974.528,0.866538,0.0422102,6,63,0,978.381,0.353742,1.11566,6.17085,0.817234,1.59691,1.90364,3.12623,0.458516,0.368148,1.02726,0.918132,2.64949,2.2709,0.886064,0.921903
-975.318,0.94822,0.0422102,7,127,0,979.604,0.521169,0.2851,6.18313,2.25791,1.04117,4.18015,0.809688,0.440676,0.752978,1.10465,2.20071,0.764868,1.43423,1.52068,0.582994
-975.094,0.995737,0.0422102,7,127,0,979.654,0.359111,0.91694,3.23467,1.16012,1.70501,4.28094,1.96134,0.214017,0.285533,1.1532,2.78434,1.46095,1.28439,0.791689,2.65222
-974.57,0.961545,0.0422102,7,127,0,980.946,0.383872,0.457912,4.4448,2.09014,1.18995,4.10919,1.20616,0.253493,0.744535,0.969811,1.30255,0.768817,2.16974,2.54263,0.378625
-974.671,0.885931,0.0422102,7,127,0,982.732,0.264088,1.11517,3.39947,1.35242,2.38269,1.91798,2.3967,0.266275,0.700647,1.37728,0.571357,3.37944,1.12449,1.58809,0.741661
-975.128,0.834444,0.0422102,6,63,0,982.358,0.509522,0.464171,10.3205,1.14572,0.838588,5.42273,0.861417,0.793589,0.341584,1.00486,1.94056,1.19219,2.50575,0.713667,0.336588
-974.4,0.860213,0.0422102,7,127,0,981.153,0.159869,1.20328,2.04848,3.23542,1.76974,2.14393,2.24889,0.138368,1.00799,1.38804,1.42878,2.05251,0.450411,2.86205,3.25609
-974.498,0.991037,0.0422102,7,127,0,984.683,0.367608,0.374757,10.3329,1.15691,1.00006,5.45378,0.810243,0.680711,0.338904,1.02644,1.62127,1.28437,2.95139,0.753716,0.327461
-974.095,0.985203,0.0422102,7,127,0,993.557,0.238317,0.939927,2.42795,2.46979,1.85109,2.13125,2.6947,0.129039,0.82078,1.17666,2.00607,2.39452,0.367779,2.10534,1.62563
-972.308,0.88806,0.0422102,6,63,0,978.464,0.254976,0.896793,2.72028,1.52204,2.49541,2.95638,1.76675,0.163395,0.67529,1.82928,0.821662,2.32602,0.584338,2.45839,1.55094
-973.448,0.718578,0.0422102,6,95,0,979.578,0.381132,0.762205,10.0311,1.0137,0.93055,2.88537,2.06374,0.531758,0.540901,0.716076,1.8255,1.07569,2.71108,1.52198,0.762354
-972.368,0.947893,0.0422102,6,63,0,979.075,0.199181,0.876814,4.65793,1.67521,1.43578,2.1672,2.60115,0.260048,0.66259,0.823149,1.96109,2.06686,0.894902,2.00899,0.789576
-974.739,0.86712,0.0422102,6,63,0,979.169,0.179032,1.25894,1.61074,2.99689,2.31364,1.79815,2.54815,0.135109,0.855282,1.56654,1.10417,2.28308,0.419679,2.43239,1.26567
-976.574,0.857311,0.0422102,6,63,0,982.36,0.186877,0.539481,2.34609,2.95473,2.6892,1.64971,1.64804,0.227885,0.902907,2.22566,0.596698,1.58092,0.859924,3.10704,1.2019
-978.827,0.985986,0.0422102,6,63,0,985.264,0.0964945,1.51551,3.00673,1.66035,4.39976,0.739015,2.96644,0.208011,0.646819,2.0735,0.447271,3.61737,0.840055,2.26962,3.68047
-979.661,0.902063,0.0422102,6,127,0,984.904,0.115412,1.20778,2.7656,1.80118,3.67214,0.769465,3.64511,0.226445,0.891617,2.14118,0.33195,3.56638,0.828642,2.4495,3.7659
-972.941,0.917197,0.0422102,6,63,0,983.535,0.213631,1.32114,3.26198,1.68326,1.26103,2.49791,3.40643,0.153172,0.80777,0.752896,1.18687,2.96065,0.85636,1.71422,1.60025
-978.374,0.960854,0.0422102,5,47,0,982.033,0.215209,2.23439,3.28586,1.19289,0.824612,3.55911,5.32562,0.167635,0.568797,0.871072,1.09696,5.0173,0.853159,1.2372,6.18103
-976.756,0.788997,0.0422102,5,31,0,987.113,0.31457,1.91932,3.28672,1.30367,1.00082,2.37294,4.81986,0.170907,0.571493,0.719992,1.11126,4.43351,0.758118,1.6189,6.77914
-976.244,0.693388,0.0422102,7,127,0,985.028,0.218681,1.50852,6.12929,2.92171,0.416946,2.45196,4.02875,0.391272,0.714501,0.375989,1.31197,3.47441,1.46694,1.83465,1.25452
-970.922,0.92187,0.0422102,6,95,0,985.126,0.314229,0.892127,3.46636,1.32769,1.50264,4.0667,2.28308,0.177901,0.549395,0.895956,2.47982,2.34081,0.568285,1.75343,1.60881
-970.952,0.922519,0.0422102,5,47,0,976.238,0.364767,1.43775,2.21089,1.51665,1.35517,3.84149,2.78263,0.148111,0.536356,1.2739,1.55739,2.6278,0.690437,1.31538,2.33057
-976.551,0.763187,0.0422102,6,63,0,984.27,0.393562,0.548512,4.55183,2.44165,1.17739,3.35527,0.90497,0.420256,1.04717,0.850845,1.23738,0.94839,1.36756,3.58274,0.128837
-975.872,0.985589,0.0422102,7,127,0,986.143,0.996184,0.398405,3.34841,4.35923,0.558532,6.13396,0.978861,0.268603,1.15533,0.546132,2.43606,1.30726,0.928838,2.5875,0.404254
-971.197,0.990737,0.0422102,6,63,0,979.498,0.272029,0.44426,5.39085,2.01476,1.6644,2.45723,1.49795,0.332445,0.601902,1.18559,0.892485,1.9102,1.31568,1.83665,0.935173
-973.101,0.825323,0.0422102,6,95,0,978.605,0.220828,1.52212,4.89208,0.86409,1.51579,2.87463,2.97044,0.33611,0.381346,1.01935,1.60429,1.92249,1.20464,1.61929,1.38234
-974.685,0.948659,0.0422102,5,31,0,979.392,0.311077,0.486233,7.03647,1.03791,1.73594,2.88039,1.4844,0.492286,0.376996,1.24283,0.67056,3.94146,1.46021,0.92045,0.719386
-980.25,0.697291,0.0422102,6,63,0,984.163,0.570204,0.62811,5.29409,3.2047,0.338657,5.22261,1.64721,0.260286,1.19805,0.440322,1.05923,3.97753,0.741662,4.75562,1.4514
-978.306,0.853197,0.0422102,7,127,0,991.421,0.120447,0.333058,6.16534,2.44113,3.15539,1.63708,0.911413,0.312845,0.685936,2.53437,0.550774,1.97699,1.53862,1.24032,1.34562
-983.425,0.891254,0.0422102,6,63,0,993.407,0.196474,3.2806,5.53899,1.61979,0.336801,2.12826,8.47544,0.230799,0.693471,0.428465,0.569484,8.0615,1.25091,2.46837,0.100679
-974.411,0.9887,0.0422102,6,63,0,987.534,0.516861,0.554397,2.77282,1.67776,2.75617,3.05353,1.23599,0.196398,0.698451,2.20088,0.905089,1.29431,0.903317,2.60303,1.79404
-979.154,0.371112,0.0422102,6,111,0,989.326,0.183333,0.477393,4.32406,1.84468,3.11329,3.25779,0.756813,0.201742,0.685822,2.27434,1.62287,1.3424,0.677663,1.47008,0.531963
-975.684,0.933159,0.0422102,4,31,0,986.359,0.288625,0.373896,3.4304,1.83314,3.12366,2.99478,1.0498,0.170996,0.49267,2.67539,2.36463,1.16782,0.536733,1.55288,0.525461
-975.691,0.953934,0.0422102,6,63,0,983.793,0.220429,0.700953,2.27707,1.37042,4.1656,2.91658,1.34913,0.220583,0.402158,2.60685,1.31506,1.99353,0.853653,0.709558,0.535643
-975.736,0.973698,0.0422102,6,63,0,982.337,0.548979,0.7776,10.4907,0.810242,0.756793,4.8332,2.19006,0.572011,0.178361,0.982835,1.6954,2.36038,2.25436,0.612754,1.29098
-974.273,0.970026,0.0422102,5,31,0,980.608,0.533786,0.681574,9.09128,0.798336,1.10974,4.18478,1.63275,0.548719,0.348276,0.64677,1.62198,2.23786,3.48137,0.68324,1.12851
-974.231,0.936446,0.0422102,5,31,0,980.053,0.408922,0.624935,9.46572,1.00732,0.885361,4.30626,1.43216,0.717998,0.310641,1.20792,1.13611,1.92685,2.09545,0.77998,1.45273
-975.02,0.906179,0.0422102,6,63,0,979.092,0.302295,1.23937,4.51063,2.83845,0.393577,3.44354,3.96738,0.3102,0.750862,0.408291,1.3031,2.80212,1.53515,2.07325,0.787684
-973.344,0.975206,0.0422102,6,127,0,978.178,0.564883,0.413095,2.66156,1.71627,2.82575,4.396,0.862675,0.145704,0.694657,2.59377,1.63235,1.01779,0.753481,1.64534,1.18047
-974.607,0.911303,0.0422102,6,127,0,978.786,0.260869,0.680798,9.53264,3.02535,0.516657,2.1393,1.63641,0.698185,0.823713,0.451625,0.676955,1.8315,3.23738,3.06206,2.15359
-977.196,0.799105,0.0422102,6,63,0,983.232,0.163217,0.638452,11.2319,4.74566,0.489907,1.46742,1.77262,0.523282,2.02578,0.286492,0.885505,1.48953,2.089,6.85884,5.67733
-977.079,0.582258,0.0422102,5,31,0,985.452,0.176947,0.90065,6.57703,4.91855,0.474804,1.96048,1.88321,0.414238,2.45781,0.289335,0.785633,2.07834,1.40407,7.21132,6.83233
-976.477,0.990778,0.0422102,5,31,0,982.896,0.172852,0.89303,5.75665,5.77415,0.421394,1.74119,2.11544,0.338677,2.14759,0.337903,0.767654,2.00538,1.69963,7.16797,6.12662
-977.245,0.879163,0.0422102,6,63,0,984.309,0.185756,0.727331,5.50075,5.49798,0.604549,2.06788,1.58218,0.329419,2.63995,0.494758,0.642883,2.12518,0.981903,8.49264,3.55537
-975.887,0.817246,0.0422102,7,127,0,988.719,0.476971,1.22542,2.35138,3.13093,0.631114,2.99785,4.52589,0.130681,1.32775,0.378128,1.24115,4.37472,0.822396,3.07181,0.394794
-972.047,0.94942,0.0422102,6,63,0,979.463,0.275483,0.748071,1.84537,1.91889,3.06152,2.84773,1.71749,0.105512,0.984953,1.50965,1.17337,1.6278,0.732504,2.52096,1.08786
-974.071,0.973035,0.0422102,6,63,0,977.607,0.313222,0.710423,1.97734,4.18124,1.36265,3.12765,1.69518,0.110694,1.35537,1.57005,1.32281,1.50953,0.37122,3.9793,4.17059
-977.416,0.813804,0.0422102,6,127,0,983.667,0.423174,0.430238,2.45705,2.1044,3.11901,3.32926,1.49823,0.0866954,1.12612,2.00763,1.58324,1.14968,0.654215,1.90588,2.9503
-977.908,0.988685,0.0422102,6,127,0,987.541,0.45799,1.00324,6.10441,0.339419,2.54984,3.02378,4.17066,0.321556,0.140845,1.51159,1.62692,3.37339,1.89233,0.294487,0.941618
-977.626,0.875858,0.0422102,7,127,0,987.403,0.216654,0.210782,2.70726,7.38426,2.29413,2.08274,0.595866,0.1486,3.9492,1.17327,1.1977,0.656155,0.53357,9.5784,3.50774
-970.315,0.90285,0.0422102,6,63,0,984.403,0.324221,0.407632,7.10977,1.13816,2.20116,3.02166,0.985881,0.440832,0.55079,1.41913,1.7971,0.758948,1.6681,1.53818,0.538602
-971.373,0.92299,0.0422102,5,31,0,974.102,0.258843,0.348993,6.09765,1.59254,2.57891,2.5846,0.76399,0.401997,0.543861,2.15217,1.24155,0.66034,2.22319,1.15058,0.44674
-973.207,0.829613,0.0422102,7,127,0,976.37,0.42223,1.27011,3.05629,1.55133,0.906447,4.57381,3.35166,0.183748,0.476687,0.634006,2.34803,4.90937,0.458048,1.57877,1.53001
-974.59,0.990798,0.0422102,6,63,0,980.272,0.940462,1.14717,3.30907,0.957788,0.645144,10.3799,3.1246,0.147517,0.509932,0.456231,3.31915,3.22567,0.755988,1.39012,4.67328
-973.091,0.930998,0.0422102,6,63,0,979.927,0.35614,0.859242,2.29855,3.18287,0.972323,4.54785,1.7443,0.15639,1.26516,0.669319,1.31637,1.49799,1.00474,3.55384,1.75552
-970.987,0.976045,0.0422102,5,63,0,979.34,0.350764,0.636484,4.10414,1.19952,1.94881,3.68137,1.86159,0.237173,0.419787,1.46403,2.41572,1.51557,0.909169,1.09326,1.88926
-972.658,0.990453,0.0422102,6,63,0,974.967,0.161861,1.04815,3.44352,1.29428,2.64868,1.96847,2.2478,0.225703,0.418956,2.11063,0.950721,2.9867,0.71955,1.34294,0.197071
-973.042,0.949583,0.0422102,7,127,0,979.727,0.376949,0.592077,4.69866,2.55888,0.800586,4.94322,1.15241,0.274678,0.847613,0.636824,2.56266,0.962725,1.39066,2.18092,7.08317
-971.534,0.956109,0.0422102,6,63,0,977.333,0.511708,0.630629,5.97268,1.77108,0.820337,4.2314,1.43422,0.342472,0.900229,0.498051,1.6498,1.4529,1.62347,2.72861,4.50212
-973.229,0.393385,0.0422102,7,127,0,982.996,0.274178,0.946098,2.31896,1.54093,2.65798,2.65072,1.91123,0.150191,0.459544,2.22554,1.19092,2.03855,0.710791,1.10039,0.68333
-978.323,0.976824,0.0422102,4,15,0,981.741,0.286297,0.640983,1.95865,2.10661,3.36444,2.27394,2.00692,0.193687,0.452752,2.32272,1.29555,1.75364,0.587729,1.33734,0.599145
-973.927,0.995573,0.0422102,4,15,0,980.196,0.257337,0.912514,2.41509,1.41877,2.50161,3.16803,1.85056,0.123464,0.613621,2.41354,1.10962,1.74982,0.577639,1.44183,0.611853
-977.695,0.98484,0.0422102,6,63,0,985.422,0.277531,0.747862,1.21981,2.0922,4.17571,2.033,2.75881,0.0742063,0.778134,2.24267,1.32618,1.7875,0.570519,2.12678,1.70848
-977.251,0.967452,0.0422102,7,127,0,986.172,0.432663,0.466424,6.4318,2.85728,0.626584,3.1394,1.5723,0.441059,0.781637,0.702411,1.3841,1.30039,1.34522,2.50102,0.109387
