# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-07-27 17:20:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = .//input/input_trivial_v4.json
# init = .//input/init.json
# random
#   seed = 4028952409 (Default)
# output
#   file = .//output/output_trivial_v4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15
-1214.75,0.938016,0.0367888,5,31,0,1225.52,3.33441,0.254928,0.557135,2.47026,0.85039,6.80128,1.43314,1.45413,2.49822,0.808578,1.80419,0.604736,0.41341,2.82765,0.388233
-1216.89,0.808535,0.0367888,7,127,0,1229.84,1.07287,2.08029,0.979575,0.690818,1.17853,1.40506,9.3351,2.82995,0.719712,1.17002,0.353489,3.4149,0.892596,0.683113,2.79498
-1217.36,0.927746,0.0367888,7,127,0,1228.52,1.41248,0.236125,1.01393,1.90439,1.44333,3.85535,0.728736,2.69268,2.59056,1.70715,0.9695,0.321291,0.725023,2.17476,0.338515
-1217.93,0.996108,0.0367888,6,63,0,1226.24,1.88581,0.212651,0.79222,2.4095,1.47528,3.8482,0.895408,3.61014,1.53578,1.39095,0.814666,0.489196,0.913264,2.49581,0.834108
-1215.03,0.999423,0.0367888,7,127,0,1222.6,0.853323,0.51911,0.735614,3.54558,1.09946,2.06801,1.36856,2.70036,3.02888,1.39751,0.545041,0.706572,0.490814,3.61167,0.866578
-1216.56,0.99856,0.0367888,7,127,0,1222.85,1.89971,0.748858,1.86842,0.47595,1.36079,2.44266,3.28911,5.16311,0.593068,1.19455,0.605749,1.72345,1.29015,0.467424,0.172896
-1219.42,0.869624,0.0367888,7,127,0,1225.23,0.582707,0.498532,0.460743,4.7497,1.08603,2.20175,1.61024,2.05362,3.05032,1.33595,0.551563,0.680429,0.532986,5.58597,3.75009
-1218.64,0.917236,0.0367888,6,79,0,1230.08,0.919594,0.897873,3.79803,0.45007,0.996651,1.93184,2.92299,10.8432,0.446789,1.10727,0.563219,1.48549,2.65998,0.321785,0.235207
-1219.42,0.972566,0.0367888,7,127,0,1230.34,1.59548,0.591891,0.661122,2.26404,0.527946,5.86137,2.58499,1.78049,2.12848,0.509828,1.27099,1.34032,0.788535,2.35253,6.2308
-1218.41,0.885418,0.0367888,6,127,0,1225.36,1.46649,1.06156,0.557112,0.780364,2.09299,2.51013,3.32542,1.63056,1.08719,1.95374,0.521676,1.91165,0.350446,0.836763,1.35512
-1217.4,0.891219,0.0367888,4,31,0,1222.31,1.52036,1.06807,0.561911,0.76569,2.20129,2.63858,3.86921,1.64154,1.06463,2.08908,0.601499,1.96563,0.356615,0.867009,1.33808
-1220.74,0.991236,0.0367888,5,63,0,1229.01,1.09919,1.4204,0.428463,0.694324,1.67957,3.55121,5.4781,1.72663,0.690612,1.17912,1.10767,1.4868,0.959799,0.71403,1.64089
-1218.7,0.978672,0.0367888,5,63,0,1225.53,1.74239,0.456546,0.736801,0.962198,1.60889,3.98947,2.8571,1.67978,0.809839,2.06408,0.722982,2.58235,0.268391,1.39142,0.7181
-1216.49,0.979504,0.0367888,6,95,0,1223.46,1.17491,0.95223,0.548808,2.0038,0.716108,4.78653,2.15965,2.5733,1.32047,0.943915,1.10651,0.915265,0.974913,0.957166,1.96433
-1215.27,0.71663,0.0367888,5,63,0,1226.62,3.21958,0.292733,1.16272,1.46051,0.982966,5.37309,1.35646,3.07794,1.48726,0.960833,1.01345,0.77067,0.849196,1.68067,1.56056
-1218.45,0.995532,0.0367888,5,31,0,1226.36,2.4645,0.404355,0.976669,1.60597,0.596515,6.83662,2.02918,3.0924,1.0985,0.686367,1.32826,0.959395,1.45985,0.751999,1.74128
-1218.24,0.878432,0.0367888,7,127,0,1228.97,0.805194,0.761976,0.285682,1.93528,3.22721,1.75089,2.22874,1.0933,2.86803,2.08698,0.55216,0.953995,0.452339,1.60426,1.73226
-1220.76,0.978364,0.0367888,7,127,0,1229.37,1.76312,0.557995,1.23588,1.85577,0.53064,4.55384,1.86441,3.17785,1.66017,0.65384,1.56211,0.426312,1.53937,0.952922,0.570625
-1220,0.809814,0.0367888,6,95,0,1226.24,1.28083,0.552351,1.30604,1.29076,0.773258,2.1049,3.81303,2.69275,1.5248,1.06941,0.444146,1.75536,0.588638,3.10253,0.315194
-1217.18,0.937113,0.0367888,5,63,0,1234.49,0.83938,0.849117,0.532439,1.29682,2.10547,2.96086,3.1126,1.0813,1.10007,2.41912,0.968323,1.11929,0.303765,1.31628,0.763762
-1218.15,0.997091,0.0367888,7,127,0,1224.35,2.68476,0.51179,0.709768,0.847085,0.934113,8.61695,2.06883,1.8252,0.777229,1.26046,2.53103,0.72257,0.48799,1.38863,4.1418
-1215.9,0.796384,0.0367888,7,127,0,1228.13,0.70873,0.597917,1.63528,1.539,1.51124,0.994323,3.03952,3.83408,1.40096,1.81515,0.248738,1.24631,1.24691,1.8662,0.196478
-1216.33,0.957383,0.0367888,7,127,0,1230.58,2.46331,0.48647,0.557021,1.30026,1.08813,5.80497,2.30456,1.71617,1.06385,1.14894,1.37168,1.31219,0.417267,0.644749,5.17028
-1216.12,0.973303,0.0367888,6,63,0,1221.9,1.38328,0.449844,0.842254,0.53892,3.02882,4.2751,1.93233,2.01885,0.632285,2.69812,0.846971,1.47049,0.382862,0.728392,5.84676
-1216.56,0.743757,0.0367888,7,127,0,1225.75,0.601096,0.665301,1.05829,1.30214,1.96574,1.12199,2.38076,3.82156,1.4473,1.8539,0.229181,1.93899,0.711679,1.93486,0.261921
-1214.36,0.642537,0.0367888,7,127,0,1226.91,1.45712,0.769185,1.15828,1.35501,0.575514,4.05808,2.86206,3.27947,1.12128,0.767917,1.26911,1.05097,0.902424,0.886301,1.96021
-1213.91,0.915755,0.0367888,4,31,0,1223.04,2.14785,0.849403,1.2318,0.885593,0.556087,4.44385,3.03443,4.09351,0.835364,0.661257,1.02781,1.24762,1.51966,1.1034,2.95401
-1215.34,0.894048,0.0367888,7,127,0,1221.08,2.42232,0.411166,1.36904,0.560973,1.2906,5.82528,2.34592,2.83481,0.705377,1.10331,1.28505,1.56551,0.655636,0.628612,1.11101
-1214.68,0.92906,0.0367888,5,63,0,1225.65,1.13763,0.852584,0.874053,2.55098,0.464659,3.51628,2.53802,3.00366,2.15275,0.463971,0.859946,0.965388,1.15343,2.34526,0.51793
-1213.57,0.998617,0.0367888,7,127,0,1220.9,0.676993,0.544819,0.817921,0.661023,4.16414,2.23493,1.78952,2.46566,0.597784,4.59679,0.596037,0.922732,0.68968,0.755966,2.45213
-1214.12,0.881538,0.0367888,6,127,0,1221.27,3.29411,0.593697,0.723644,1.36391,0.582499,7.54979,2.47595,2.28966,1.14726,0.587118,1.51345,1.591,0.53226,1.47433,0.363947
-1216.58,0.863905,0.0367888,7,127,0,1221.55,0.35829,0.546097,1.08523,1.21728,3.68322,0.853106,2.32639,3.47676,1.11469,3.24494,0.36179,0.94905,1.04286,1.01037,2.59027
-1215.87,0.919704,0.0367888,7,127,0,1222.3,1.05735,1.08746,1.99747,0.53605,1.01257,2.81744,4.27251,4.13567,0.646918,1.03153,0.571941,2.55812,0.861248,0.868533,0.845674
-1217.12,0.977193,0.0367888,5,63,0,1226.51,1.21763,1.38621,0.700379,0.562857,2.06087,2.77868,4.37008,2.19764,0.612571,1.69313,1.00276,1.78774,0.331503,1.02053,0.696837
-1216.35,0.986381,0.0367888,6,127,0,1225.21,0.428925,1.22901,0.595892,1.05426,2.43641,1.56303,3.448,2.00053,1.14028,2.35943,0.502621,1.10753,0.595533,0.783252,2.02137
-1216.37,0.818915,0.0367888,7,127,0,1227.06,2.14028,0.387279,1.6274,1.42988,0.7302,3.67447,1.49771,4.85813,1.30771,0.713277,1.09599,1.16206,0.908275,1.47513,0.454512
-1216.54,0.973857,0.0367888,6,63,0,1226.4,0.543959,0.384557,3.26237,1.99615,0.702503,1.44721,1.54257,6.84998,2.61134,0.800532,0.3714,0.696875,1.86895,2.75257,0.244727
-1215.51,0.793574,0.0367888,6,63,0,1223.22,1.00565,0.638693,1.44671,1.57464,0.756244,2.30829,3.17704,3.42268,1.62486,0.708765,0.531114,1.08651,1.67623,1.4675,0.49937
-1216.52,0.975636,0.0367888,7,127,0,1221.56,0.836666,0.799066,0.492408,1.90572,1.47175,2.22178,2.23769,2.14184,1.94604,1.53305,0.580044,0.903348,0.889227,2.13876,3.95353
-1220.93,0.971211,0.0367888,6,63,0,1224.83,1.65708,0.501462,0.773601,1.15782,1.36789,3.79685,3.03805,1.16782,1.66954,1.15154,0.99953,2.15328,0.343576,1.54264,6.14549
-1219.08,0.896915,0.0367888,5,31,0,1225.7,1.77517,0.981768,0.376875,1.16905,1.88983,4.33555,2.91651,1.02332,1.24633,1.64822,1.20398,0.977237,0.622533,1.14516,3.27426
-1217.38,0.910504,0.0367888,6,63,0,1230.71,1.13872,0.452208,1.00374,1.66331,1.27261,1.99394,2.72293,1.92251,2.71603,0.917512,0.498467,1.39729,0.415598,2.65672,1.9298
-1217.72,0.954017,0.0367888,7,127,0,1223.51,1.00675,0.669033,1.84802,1.13597,0.53711,3.16768,2.93617,6.96299,0.809137,0.737929,0.491581,1.88536,1.45878,1.07683,0.477211
-1219.73,0.969019,0.0367888,7,127,0,1228.7,1.22221,0.546994,0.501675,1.3409,2.51934,3.4973,1.274,1.36625,2.18079,1.94036,0.828396,1.02949,0.239075,2.48899,1.59654
-1216.85,0.967457,0.0367888,5,47,0,1225.03,1.42039,0.516118,0.317696,2.09889,2.02789,2.38817,2.72624,1.17046,1.60746,2.06036,0.699811,0.90829,0.439519,2.22337,1.42511
-1214.44,0.960026,0.0367888,7,127,0,1222.71,0.888848,0.455076,1.73611,1.2643,1.12255,2.09726,2.11099,5.15646,1.56649,0.886982,0.434211,1.18842,1.69974,1.59092,0.762865
-1210.7,0.991357,0.0367888,4,31,0,1216.53,0.796306,0.579744,1.77456,1.28848,1.05326,2.00146,2.06212,4.8596,1.43145,0.94097,0.485161,1.03014,1.56734,1.54265,0.920418
-1215.45,0.85386,0.0367888,6,63,0,1220.43,0.516441,1.92214,0.699752,0.540241,2.25113,1.74775,6.8171,1.87427,0.505842,2.37413,0.461165,4.18792,0.499297,0.503821,1.9072
-1214.18,0.985003,0.0367888,6,79,0,1221.91,1.96465,0.286004,0.746173,2.10363,1.3572,3.91884,0.910417,3.2124,2.257,1.18898,0.898642,0.441566,0.809665,2.63456,0.563914
-1213.35,0.977302,0.0367888,7,127,0,1219.37,0.798127,1.7215,1.22529,0.845761,0.7491,1.83529,6.26757,4.32599,0.730094,0.936164,0.454012,2.34317,1.129,0.853531,2.53923
-1216.23,0.918586,0.0367888,7,127,0,1221.56,1.42303,0.242168,0.576406,1.49902,2.81666,3.86717,0.959381,1.73318,2.23,1.78666,0.946524,0.577192,0.506238,1.57805,0.400144
-1222.26,0.911354,0.0367888,7,127,0,1231.15,0.365053,0.331352,0.994628,1.4582,6.45241,0.864952,1.07056,3.38363,1.15137,6.4416,0.34512,0.331753,1.56465,0.776575,9.8149
-1220.8,0.889528,0.0367888,6,127,0,1231.45,0.285189,0.226886,1.69118,0.8406,8.89507,1.03237,0.715967,4.54982,1.07144,7.56229,0.266093,0.398222,1.38068,0.964664,7.72333
-1218.88,0.987929,0.0367888,6,63,0,1227.72,0.587612,0.396926,1.1626,0.934161,4.60271,1.18773,1.45094,3.64507,1.01631,4.87602,0.252262,0.862224,1.25883,0.760818,23.7403
-1214.53,0.811045,0.0367888,6,63,0,1223.75,0.408324,0.504974,1.02511,1.29825,3.28382,1.36176,1.82449,2.7292,1.24959,2.98385,0.35048,0.869071,0.662396,1.66183,4.65239
-1214.03,0.991773,0.0367888,7,127,0,1216.9,2.93846,0.648969,0.854551,1.08107,0.661168,5.71969,2.76584,2.21228,1.15024,0.748279,1.35739,1.67573,0.646975,0.895099,0.178521
-1215.67,0.482651,0.0367888,6,63,0,1223.61,1.85405,0.417049,1.1657,1.07025,1.20661,3.39558,2.30648,3.09016,1.1395,1.34992,0.739252,1.26469,0.985292,1.01543,1.83117
-1218.12,0.960656,0.0367888,5,63,0,1223.6,1.13777,0.841012,1.12073,1.41204,1.02129,2.48591,2.44274,3.1389,1.58125,1.19212,0.742073,1.12504,0.610257,1.65309,1.63244
-1213.9,0.993384,0.0367888,5,63,0,1223.47,1.5114,0.815865,0.823535,1.35994,0.832385,2.63314,3.48866,2.33962,1.50374,0.809072,0.614522,1.82015,0.554851,1.41809,0.820571
-1217.55,0.969865,0.0367888,5,63,0,1225.14,0.441887,2.22063,0.904492,2.12597,0.559644,1.16016,7.77057,2.53579,2.45163,0.466519,0.369398,3.11498,0.705546,1.76159,6.55805
-1215.62,0.989353,0.0367888,6,127,0,1223.1,1.45719,0.834859,0.676609,0.865568,1.36705,3.07343,4.55942,1.79419,0.972299,1.04504,0.684285,3.56662,0.49926,0.838553,3.96987
-1213.49,0.976509,0.0367888,7,127,0,1223.03,0.739218,0.328124,1.29943,1.81123,1.38609,2.41885,1.28644,3.53113,1.85091,1.52257,0.516627,0.667939,1.30424,1.96284,0.269595
-1215.74,0.847611,0.0367888,7,127,0,1221.71,2.38335,1.2887,0.999258,0.555994,0.571537,5.08675,6.54114,3.42152,0.434652,0.573742,1.39603,3.6041,0.797255,0.461311,1.44448
-1216.97,0.993701,0.0367888,5,63,0,1229.1,1.91545,0.97688,0.7201,0.612485,1.3898,4.02647,3.60412,2.61311,0.556045,1.60347,0.743991,1.78011,1.59485,0.324909,1.06881
-1216.22,0.893042,0.0367888,7,127,0,1223.9,1.63353,0.262534,0.410231,1.89324,2.84455,4.73033,0.86312,1.32253,1.88374,3.23531,1.13367,0.385637,0.52544,0.884642,1.40756
-1217.35,0.791619,0.0367888,5,31,0,1223.68,1.96885,0.278409,0.590831,1.30701,3.38806,4.11883,0.846031,1.88887,1.2782,2.89085,1.05336,0.469798,0.321514,2.51876,0.580392
-1214.64,0.799929,0.0367888,6,127,0,1223.49,1.07066,0.342955,1.29094,1.52112,1.46384,2.49577,1.35835,4.12625,1.30323,1.239,0.728846,0.755396,1.5576,0.644877,0.427229
-1213.93,0.968531,0.0367888,7,127,0,1219.24,1.33296,0.805984,1.59579,0.596355,1.14061,2.80438,2.47451,5.68629,0.758441,1.14153,0.600029,1.26111,1.17025,1.12583,0.363206
-1212.54,0.623909,0.0367888,7,127,0,1220.02,1.18474,0.521371,0.451173,2.14848,1.99271,2.42318,2.22525,1.2698,2.19697,1.88269,0.537861,1.13713,0.576822,1.56102,2.2698
-1210.88,0.862844,0.0367888,6,63,0,1214.79,1.16273,0.516484,0.515266,1.92514,1.7445,2.6966,1.97678,1.77049,1.6373,1.86591,0.660209,0.920403,0.499139,1.36563,2.09513
-1213.95,0.886777,0.0367888,6,95,0,1219.18,0.615316,0.681332,1.18279,1.57217,1.50588,1.02671,3.04294,3.83191,1.64836,1.75098,0.248916,1.42699,0.976103,1.98211,4.16559
-1216.04,0.972387,0.0367888,7,127,0,1224.45,2.34011,0.782015,0.395297,0.621652,2.52036,4.78333,4.02112,0.915833,0.635973,2.19068,1.33008,1.78179,0.247364,0.55649,0.870549
-1212.87,0.992124,0.0367888,7,127,0,1222.57,1.27816,0.909841,1.30636,1.72814,0.508868,2.24095,3.58618,3.99834,1.67211,0.485278,0.589104,1.49612,1.28079,2.36132,0.671217
-1213.93,0.986587,0.0367888,6,127,0,1217.43,2.091,0.521251,0.387986,0.802345,2.64277,5.54908,2.2957,1.32986,0.737312,2.21201,1.30721,1.36684,0.302485,0.882958,0.619978
-1215.84,0.939198,0.0367888,7,127,0,1218.83,0.514424,0.64875,1.49985,2.61148,0.872598,1.1516,2.09517,6.03666,2.52879,0.801473,0.324064,1.14238,1.12821,1.96266,1.11261
-1217.97,0.952531,0.0367888,6,63,0,1223.75,0.780693,0.531243,3.06567,1.74917,0.413446,1.72602,2.97943,7.3826,1.58861,0.499361,0.31317,1.86912,1.52313,2.27126,3.96776
-1216.87,0.996558,0.0367888,7,127,0,1222.55,0.769294,0.67491,0.558956,1.04741,4.44181,1.14429,3.61151,1.20047,1.42394,4.73865,0.258552,1.56125,0.263899,1.94242,0.740686
-1215.39,0.901722,0.0367888,7,127,0,1224.23,1.01418,0.443828,3.29678,0.908669,0.788233,2.04916,2.06856,9.5617,1.01429,0.646782,0.541073,1.39157,1.92136,0.729326,0.708929
-1216.56,0.863225,0.0367888,7,127,0,1221.33,0.884493,0.66419,0.569677,1.73808,1.88946,1.85449,2.88707,1.19389,2.44912,1.85754,0.467257,1.1673,0.243199,3.70601,1.3842
-1214.67,0.999225,0.0367888,7,127,0,1218.98,1.57813,0.369511,1.47171,1.16155,0.842449,4.54461,1.60686,3.65277,1.30008,1.08787,0.984141,0.735254,0.65931,1.95779,0.38027
-1212.58,0.567306,0.0367888,7,127,0,1221.78,1.55626,0.44455,1.5955,0.762568,1.09613,3.84033,2.23634,3.49647,0.941168,1.10841,1.05193,0.909303,0.7834,1.43559,1.29545
-1212.87,0.934238,0.0367888,5,63,0,1217.47,2.12793,0.350361,1.51543,1.00989,0.89481,5.28816,1.20016,5.44516,0.967874,0.82037,1.39054,0.752391,0.990623,1.415,0.725592
-1214.4,0.697385,0.0367888,7,127,0,1226.04,0.820172,1.12311,0.351092,1.85256,1.66066,2.02492,3.85838,1.22862,1.84617,1.40902,0.60879,2.04923,0.274834,2.30191,0.12152
-1213.47,0.922953,0.0367888,6,127,0,1220.41,0.915096,0.797119,0.365331,1.46915,2.34988,1.92739,3.7401,1.16905,1.5319,1.93183,0.529664,2.33755,0.334681,1.28424,0.496538
-1214.28,0.977325,0.0367888,7,127,0,1216.87,1.30421,1.02572,0.291119,1.30979,2.25021,3.13745,3.46826,1.07785,1.01039,1.96745,0.914902,1.63043,0.303607,1.50373,0.495689
-1213.68,0.991566,0.0367888,6,127,0,1221.08,0.436442,1.13857,1.27298,1.57257,1.2764,0.93288,3.89411,3.35248,2.12704,1.14119,0.27677,1.65194,1.03481,1.97015,2.05002
-1215.2,0.897713,0.0367888,7,127,0,1221.39,3.31147,0.538548,0.687999,0.825251,1.55797,7.01361,1.32835,2.44582,0.824201,1.68397,1.55195,0.7542,0.558774,0.896302,0.487918
-1216.97,0.915828,0.0367888,7,127,0,1222.87,0.393293,0.660929,1.90582,0.892491,1.54217,1.3293,3.46081,4.93623,0.927962,1.59901,0.286791,1.61568,1.71,0.852906,5.69952
-1215.32,0.957025,0.0367888,6,63,0,1221.57,0.692498,0.583741,1.35133,0.531785,3.9887,1.73222,1.7626,4.13829,0.691503,3.20636,0.52627,0.804878,0.869377,0.675139,4.66701
-1215.35,0.855993,0.0367888,7,127,0,1219.98,1.21133,0.549986,0.673707,2.98825,0.906468,2.31479,2.16476,1.7687,3.43739,1.04064,0.675272,0.987864,0.473341,2.37209,0.211705
-1212.1,0.974056,0.0367888,6,63,0,1218.05,1.15162,0.528096,0.593134,2.68895,0.939738,3.41945,1.78272,2.08579,2.55602,0.849606,0.822995,1.04988,0.524394,3.09725,0.403318
-1212.44,0.947565,0.0367888,6,127,0,1215.68,1.6466,0.770906,0.758145,0.401516,2.92238,3.50549,2.65629,2.43078,0.454493,2.54404,0.908762,1.3954,0.631037,0.470552,2.27691
-1214.61,0.913801,0.0367888,7,127,0,1219.45,1.00132,0.583689,1.10158,3.20422,0.580326,2.19982,2.29192,3.50082,2.68324,0.570503,0.484289,1.35418,0.758834,4.46069,0.336751
-1212.62,0.982675,0.0367888,6,63,0,1218.72,1.48978,0.866979,1.14387,1.39685,0.630827,2.70177,3.16844,4.32164,1.10549,0.750512,0.625156,1.20098,1.47612,1.08251,1.03718
-1219.03,0.860601,0.0367888,6,95,0,1226.29,0.803638,1.14863,1.35124,0.892217,0.725691,3.59789,3.30834,3.39527,1.4411,0.526789,0.707354,1.60479,0.843737,1.76331,1.09116
-1214.56,0.964718,0.0367888,5,47,0,1225.56,1.22107,1.16394,1.22025,1.02766,0.793239,2.20983,5.18221,3.81074,0.72374,0.878999,0.538738,2.53415,1.13298,0.546247,1.22705
-1214.51,0.989343,0.0367888,7,127,0,1221.3,0.719256,0.397988,0.692633,2.5121,1.94057,1.74313,1.66911,1.78682,2.66628,1.7678,0.680512,0.718161,0.383426,3.86537,0.895887
-1214.37,0.557169,0.0367888,7,127,0,1226.48,0.61888,1.02499,1.39554,1.1145,0.966514,1.57282,5.27298,3.67465,0.893532,0.971769,0.438793,3.0205,0.996248,1.01833,0.401717
-1214.37,0.91572,0.0367888,6,63,0,1222.82,0.930361,0.980499,1.41646,0.737771,1.31871,1.68429,4.04721,4.32253,0.819938,1.16772,0.532453,1.5027,1.49188,0.961899,0.125724
-1214.95,0.951851,0.0367888,7,127,0,1220.63,1.43988,0.441993,0.51,2.17854,1.53657,3.39298,2.09736,1.14181,2.35327,1.48848,0.898742,1.10801,0.394285,1.52655,7.568
-1215.1,0.871078,0.0367888,7,127,0,1219.33,0.993203,0.829354,1.6636,0.74413,1.16815,1.8206,2.9702,5.76953,0.637059,1.27863,0.526017,1.47296,1.3458,0.86681,0.130463
-1213.33,0.927002,0.0367888,7,127,0,1222.03,1.09571,0.579061,0.950718,2.48645,0.938425,1.85833,2.69256,2.46077,2.92382,0.779109,0.425332,1.24555,0.734981,2.99072,1.80014
-1214.79,0.997507,0.0367888,6,79,0,1218.77,0.852685,0.726346,0.604008,1.47863,2.38163,1.66822,2.49872,2.48573,1.39234,1.46885,0.590779,1.02087,0.888317,1.40932,1.76063
-1218.59,0.967991,0.0367888,4,31,0,1225.33,1.01642,0.642181,0.646093,1.27564,2.94952,1.57004,2.10971,2.50871,1.64918,1.51466,0.524107,1.04647,0.698627,1.2135,2.17512
-1218.06,0.993987,0.0367888,5,47,0,1223.5,1.32112,0.481314,0.728316,0.663802,2.4563,3.36074,2.01092,2.86492,0.728852,1.47525,0.97806,1.40312,0.710621,0.918617,0.42232
-1214.66,0.828601,0.0367888,5,47,0,1222.84,0.775464,0.742227,1.02687,1.33959,1.56421,1.34821,2.64581,4.08421,1.50565,1.19976,0.379805,1.63728,1.03864,0.972344,2.51524
-1218.21,0.800307,0.0367888,5,63,0,1226.57,0.552189,0.5295,1.40576,1.73216,1.34082,1.48142,2.75107,4.67981,1.08346,1.23148,0.361969,1.65155,1.1028,1.54468,3.12126
-1214.26,0.962026,0.0367888,5,47,0,1225.01,1.03315,0.61585,0.889742,1.28364,1.278,3.02833,2.85028,2.15069,1.33613,1.25244,0.620159,1.09049,0.977266,1.34152,1.19772
-1215.5,0.999749,0.0367888,5,63,0,1217.63,1.04157,0.642055,0.873428,1.50835,1.3372,1.983,2.02548,3.95994,1.2575,1.4547,0.617773,1.04057,0.993234,0.761926,0.67945
-1214.16,0.754156,0.0367888,4,31,0,1221.53,0.993145,0.598774,1.07298,1.48598,1.46578,2.03314,2.06672,3.48251,1.0492,1.41202,0.666491,1.12474,0.988222,0.862176,0.678882
-1213.39,0.994927,0.0367888,6,79,0,1218.03,1.34746,0.550779,1.18951,1.22938,0.909187,3.36785,1.81073,3.73786,1.47255,1.00342,0.877047,0.592543,1.14864,1.32307,0.712733
-1216.84,0.94039,0.0367888,6,63,0,1223.11,0.433835,0.381768,2.03744,1.73453,2.0027,0.656168,2.25718,6.41097,1.6451,1.55509,0.202099,0.849257,2.11146,1.86738,0.461856
-1215.17,0.940894,0.0367888,7,127,0,1223.39,2.32844,1.44125,0.373852,0.946722,1.04215,5.33698,4.34163,1.45352,0.78339,1.19125,1.44858,1.72468,0.310151,0.884713,2.20902
-1218.21,0.941946,0.0367888,7,127,0,1226.21,0.554949,0.24355,0.838826,1.15325,5.46482,1.8971,0.803768,2.62236,1.34103,6.15709,0.422208,0.325961,0.628688,1.87983,0.383711
-1213.01,0.986827,0.0367888,7,127,0,1223.66,0.659827,0.506158,0.964085,1.44049,2.70477,1.07724,2.14153,3.31493,1.62718,2.12768,0.315895,0.911861,0.739666,1.99725,0.641152
-1213.24,0.697569,0.0367888,7,127,0,1220.24,0.933922,1.00424,0.789924,0.916687,1.41084,2.57027,4.11383,2.40344,0.797448,1.71899,0.522319,2.75301,0.516198,0.928746,1.21599
-1213.43,0.972282,0.0367888,5,63,0,1219.24,1.12893,1.06907,0.704648,0.868685,1.62539,2.20279,4.87133,2.02291,1.11939,1.1496,0.680014,2.29873,0.504439,1.02971,0.944464
-1213.34,0.985922,0.0367888,4,31,0,1216.55,1.1308,0.980677,0.665063,0.814767,1.63278,2.2431,4.62406,1.87194,1.1715,1.07266,0.644434,2.23142,0.512204,1.04758,0.903665
-1213.87,0.922409,0.0367888,6,95,0,1218.91,1.06182,0.685374,1.29277,0.822308,1.7686,1.53896,3.39507,3.74892,1.04719,1.28932,0.412418,1.48091,1.69342,0.798024,1.1347
-1213.6,0.963509,0.0367888,6,127,0,1220.4,1.51336,0.690597,1.2518,0.807629,0.748623,5.20565,2.18462,4.55645,0.61254,0.878254,1.50491,1.07113,1.05559,0.612967,1.99468
-1215.68,0.873269,0.0367888,6,63,0,1219.77,3.68259,0.283088,2.07781,0.940136,0.689456,5.13293,1.12107,7.15168,0.944568,0.793636,1.29757,0.537601,1.79384,1.04926,1.5313
-1212.76,0.909306,0.0367888,7,127,0,1220.77,0.750751,0.88471,0.368408,1.35842,3.63268,1.72496,3.0059,1.02267,1.52004,3.47669,0.490373,1.15663,0.348966,1.27963,0.489145
-1210.94,0.929907,0.0367888,6,127,0,1214.66,0.909353,0.669007,0.632104,1.27036,2.49614,2.07736,2.23299,2.08686,1.34172,2.14724,0.540124,1.02032,0.564972,1.27939,2.15844
-1212.4,0.904977,0.0367888,6,63,0,1215.91,1.2563,0.752278,0.391212,1.42381,2.14394,2.83404,3.2054,1.04487,1.33487,2.39552,0.671051,1.52626,0.237752,1.98622,2.48296
-1211.53,0.91441,0.0367888,6,63,0,1218.09,1.44008,0.519431,0.483702,1.38811,1.99689,3.2015,2.22681,1.3677,1.30453,2.32248,0.786182,1.19457,0.484978,0.9397,0.685297
-1215.92,0.731959,0.0367888,6,127,0,1222.52,0.825721,1.28118,0.273651,2.33759,1.62219,2.18392,4.17964,1.016,2.50544,1.31984,0.474461,1.81489,0.441512,1.83244,0.735671
-1214.15,0.998959,0.0367888,5,63,0,1222.23,1.03807,0.856263,0.454382,1.98723,1.58661,1.88848,4.43478,1.12966,2.22457,1.30276,0.529431,1.87193,0.52759,1.44573,0.759273
-1219.24,0.698122,0.0367888,6,95,0,1222.32,1.27559,0.299182,1.2803,0.889817,2.1925,3.50018,1.0135,3.34268,1.01107,1.56957,1.28631,0.440668,1.43814,0.608551,1.86357
-1217.33,0.997809,0.0367888,7,127,0,1226.38,0.473096,1.11894,0.556472,0.603488,4.86624,1.49443,4.07518,2.02424,0.410982,5.87369,0.349382,2.32607,0.352792,0.689217,1.12766
