# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-07-27 17:20:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = .//input/input_trivial_v4.json
# init = .//input/init.json
# random
#   seed = 4028952409 (Default)
# output
#   file = .//output/output_trivial_v4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15
-1219.18,0.949391,0.0367888,7,127,0,1230.18,0.562174,1.38764,1.18252,0.624715,1.35486,2.20967,5.03131,3.73704,0.49417,1.60001,0.662921,2.07379,1.00191,0.344652,0.194418
-1217.62,0.994007,0.0367888,7,127,0,1224.81,1.46024,0.379531,0.637348,2.97113,1.41713,2.62172,1.26395,2.27329,3.33374,1.28442,0.540157,0.695897,0.63918,5.27028,3.94878
-1217.07,0.911046,0.0367888,5,31,0,1229.67,1.18239,0.52494,0.586074,2.87623,1.08703,3.67278,1.12641,2.05287,2.48231,1.25015,0.773529,0.748859,0.62726,2.67453,1.19177
-1217.59,0.989927,0.0367888,6,95,0,1227.76,1.06743,0.719499,1.07704,1.03773,1.72039,2.12193,2.1776,3.11354,1.08312,1.67959,0.458826,1.39609,1.0702,1.60976,0.250506
-1215.12,0.9984,0.0367888,7,127,0,1220.42,0.883159,0.84943,1.57674,0.650532,1.07122,1.98543,3.91005,5.56765,0.717915,1.03992,0.470462,1.47182,1.73556,0.777939,4.05077
-1218.56,0.83478,0.0367888,7,127,0,1226.43,1.42307,0.517953,0.445295,2.59912,1.12674,5.28635,1.61172,1.48392,1.83043,1.15541,1.34087,0.95782,0.538995,1.71826,0.222832
-1217.11,0.91853,0.0367888,6,127,0,1225.23,0.568641,0.75876,1.40586,1.52995,0.829996,2.26169,2.79484,2.97563,1.73159,0.654003,0.63064,1.61138,1.08037,1.41763,3.12123
-1218.52,0.778705,0.0367888,5,31,0,1226.43,1.7909,0.597228,1.32832,1.439,0.786905,2.20086,2.1999,4.17638,1.35504,1.0137,0.489806,1.31512,0.905733,2.11726,2.04717
-1224.66,0.913592,0.0367888,6,95,0,1233.19,0.532391,1.24093,0.600608,0.746646,3.64003,1.65162,3.79056,2.84913,0.505184,4.14434,0.336889,1.32345,0.788705,0.485878,0.547862
-1220.34,0.989075,0.0367888,7,127,0,1230.02,1.72591,0.328479,1.24859,2.10472,0.497618,5.62301,1.34739,3.60586,2.40502,0.595137,1.27358,0.876074,0.576953,3.03983,1.33803
-1220.39,0.99612,0.0367888,7,127,0,1227.12,0.354834,1.08227,1.37098,0.786115,2.16331,0.986913,5.77094,3.40712,0.582873,3.57,0.20993,2.77557,1.00143,0.515752,1.14464
-1220,0.992417,0.0367888,7,127,0,1231.58,0.648074,0.26848,0.626135,2.16488,5.78543,0.919017,1.51124,1.63988,2.53631,6.45718,0.220254,0.54114,0.496845,2.59726,0.248932
-1219.04,0.657911,0.0367888,6,63,0,1229.4,0.524667,0.308109,0.477916,2.35346,6.92268,0.942931,1.22472,1.6655,2.42438,4.90176,0.249453,0.544505,0.791325,2.04186,2.39816
-1214.88,0.698448,0.0367888,6,63,0,1226.69,0.848135,0.532021,0.909164,0.983156,3.53057,1.20745,2.48784,2.60247,1.3508,3.14425,0.318869,0.889947,0.820457,1.53072,1.55077
-1214.05,0.73189,0.0367888,5,63,0,1223.8,0.521456,0.620559,1.07251,0.999573,2.33181,2.25029,1.73419,3.92352,0.901964,2.06073,0.638997,0.840883,0.95047,1.09053,0.973843
-1219.1,0.956865,0.0367888,6,95,0,1223.96,1.08082,0.726338,0.759916,1.3879,1.29644,2.67969,2.27716,2.02766,1.53146,1.77679,0.405129,1.58713,0.69305,0.913604,0.110282
-1219.12,0.954061,0.0367888,6,95,0,1228.02,1.63605,0.400341,1.015,1.58433,0.760025,3.6918,1.89901,2.74841,1.73227,0.860411,0.81582,0.882967,1.55448,0.871747,5.99416
-1215.12,0.9565,0.0367888,7,127,0,1224.5,0.765829,0.531333,2.26377,0.949595,1.12284,2.06499,2.25619,5.81749,1.12315,0.953359,0.460714,1.18956,1.04315,1.81131,5.40046
-1214.65,0.982471,0.0367888,6,127,0,1221.23,1.05978,1.33444,0.662546,1.04133,1.08825,2.40207,5.28985,2.24487,0.869233,1.29438,0.498397,2.32431,0.6332,0.628712,0.510715
-1216.63,0.984622,0.0367888,7,127,0,1220.5,1.32277,0.324422,1.22542,2.47724,1.28436,2.66427,0.948921,3.52393,2.20204,1.73568,0.514851,0.594956,1.11358,1.84835,1.77595
-1215.03,0.867566,0.0367888,6,127,0,1227.39,2.27964,0.440946,0.610354,1.26035,1.29257,7.64063,1.09351,2.02755,1.29065,1.30814,2.05925,0.640634,0.420081,1.74154,0.429021
-1214.15,0.885785,0.0367888,6,127,0,1222.84,2.77433,0.539761,0.563719,1.01773,1.67146,4.25295,2.30709,1.64126,1.27492,1.62996,1.14138,0.834863,0.663758,0.952941,0.665108
-1214.82,0.885613,0.0367888,5,63,0,1221.34,2.59103,0.459416,0.713149,0.857002,1.71091,5.07676,2.19062,1.90305,1.05105,1.24916,1.54962,1.091,0.526461,0.764438,0.702413
-1216.34,0.985064,0.0367888,6,127,0,1220.29,1.4698,0.369093,1.30869,0.956898,1.08558,4.90433,1.99283,2.96578,1.14624,0.878511,1.42508,0.887649,0.951442,0.783663,0.399323
-1217.62,0.868334,0.0367888,6,95,0,1227.42,0.577909,0.998238,0.887506,0.752724,2.5467,1.74303,2.97473,2.61834,0.71479,2.4506,0.437948,1.58999,0.513141,1.55586,6.21851
-1216.18,0.999468,0.0367888,7,127,0,1221.08,1.19678,0.382072,0.674215,1.18039,2.97384,2.3094,1.47661,2.7279,0.830356,3.90134,0.463796,0.831917,1.19494,0.684126,2.71284
-1215.42,0.951814,0.0367888,7,127,0,1223.56,0.738811,0.388199,1.80819,1.59798,1.17468,2.53642,1.22448,4.08702,1.87469,1.19387,0.74996,0.423166,1.9437,1.35858,0.616749
-1215.57,0.985415,0.0367888,6,95,0,1222.56,1.63711,0.648671,1.17279,0.579113,1.0686,4.22252,3.68767,2.68953,0.778425,0.904341,0.859767,2.60173,0.616638,0.65947,2.10955
-1215.17,0.996396,0.0367888,7,127,0,1220.61,2.48734,0.328701,1.3318,2.07202,0.804327,2.56313,1.8644,3.60038,1.94528,0.880917,0.678959,0.816619,0.937306,2.66675,0.866038
-1218.08,0.949586,0.0367888,5,31,0,1222.55,1.10894,0.373522,1.7173,1.52498,0.789294,4.47988,1.1617,3.76406,2.06923,0.719604,1.00325,0.939319,0.539232,2.47599,1.57127
-1216.69,0.833142,0.0367888,6,95,0,1226.57,0.810391,1.30116,0.636457,0.588442,2.52,2.02598,5.42319,1.42931,0.744699,2.29444,0.603187,2.72176,0.221042,1.31566,5.15479
-1216.67,0.957449,0.0367888,7,127,0,1223.05,1.41916,0.191821,1.06706,1.91619,1.68238,3.80807,0.862914,2.44718,2.00898,1.59945,1.03755,0.550263,0.394576,2.54614,0.130312
-1212.54,0.684919,0.0367888,7,127,0,1222.67,1.06863,1.08541,1.16648,0.855121,1.13491,2.12811,3.88493,3.24967,1.08134,1.00991,0.524039,1.72422,0.794955,1.5738,0.210282
-1224.8,0.737915,0.0367888,6,95,0,1233.92,1.28337,0.716627,2.07389,0.239499,3.8436,2.76908,1.42612,7.01516,0.310356,3.40077,0.658689,0.92888,1.46119,0.549645,2.5921
-1220,0.989377,0.0367888,6,63,0,1230.16,0.740921,0.541442,2.67309,0.307019,2.47215,2.55074,2.51875,6.40067,0.228423,3.25134,0.668028,1.19621,1.31474,0.409709,2.6655
-1220.59,0.995126,0.0367888,6,63,0,1225.85,0.596611,0.566515,2.48769,0.272612,2.3614,2.62216,2.55895,6.24869,0.263565,3.01019,0.603237,1.02007,1.57995,0.364089,3.19734
-1219.64,0.999444,0.0367888,6,63,0,1227.68,1.42582,0.973839,1.97898,0.245718,1.92564,2.71422,4.06006,5.58166,0.182707,3.10483,0.649844,1.75798,1.46522,0.16444,1.43677
-1218.15,0.842468,0.0367888,7,127,0,1228.17,0.589785,0.384649,1.48074,5.16575,0.65949,1.19006,1.53225,4.708,4.47169,0.621552,0.51704,0.496178,1.17027,4.63127,0.421172
-1222.52,0.931989,0.0367888,5,47,0,1228.71,0.985407,0.229163,1.15045,4.35233,0.676707,2.57671,1.2056,3.3248,4.15358,0.814263,0.360003,1.07465,1.35962,2.35965,0.619184
-1216.57,0.92427,0.0367888,7,127,0,1231.35,2.38124,0.918089,0.162887,1.33046,2.70918,3.57274,4.18368,0.633434,1.13705,2.62687,0.809411,2.42021,0.206467,1.03862,2.17356
-1216.38,0.574194,0.0367888,7,127,0,1224.58,0.605449,0.426419,4.32798,1.03309,0.901834,1.75339,1.30689,12.9874,1.14674,0.777907,0.582699,0.479286,3.04487,1.68817,0.387952
-1213.26,0.94987,0.0367888,7,127,0,1222.42,0.656031,1.31105,0.816717,2.3752,0.659106,1.58299,3.79436,2.93475,2.55678,0.681206,0.448927,1.40417,0.82582,2.36989,1.36117
-1212.07,0.997245,0.0367888,7,127,0,1217.79,2.24092,0.37241,0.805755,0.644147,2.44389,4.37034,1.70057,2.68232,0.591928,2.42073,1.03407,0.845083,0.93632,0.571532,0.462543
-1213.92,0.941194,0.0367888,7,127,0,1219.44,0.632768,1.28564,1.30262,1.86085,0.682373,1.37894,3.64233,3.94353,2.15625,0.686353,0.37924,1.70524,0.870605,2.2611,2.78859
-1215.04,0.924069,0.0367888,7,127,0,1221.55,1.46397,0.514148,0.67906,0.681117,2.7343,5.35529,1.23328,2.1536,0.816416,2.62656,1.24504,0.651172,0.534801,0.66397,0.355885
-1211.88,0.991045,0.0367888,7,127,0,1217.52,0.814996,1.14395,1.49373,0.965326,0.806456,2.29724,3.59559,4.13466,1.16349,0.637787,0.719836,1.68869,1.08949,1.25838,0.456869
-1215.44,0.841311,0.0367888,7,127,0,1221.06,0.672487,0.696563,2.82631,1.24128,0.807192,1.07434,3.60103,7.95931,1.29758,0.679504,0.282496,1.86769,2.72829,1.17085,0.291026
-1213.71,0.750068,0.0367888,4,15,0,1223.79,0.468281,0.736305,2.7036,1.51171,0.673468,1.34415,2.60703,7.55243,1.40966,0.854168,0.34231,1.34147,1.9514,1.35884,0.457607
-1215.23,0.977257,0.0367888,6,63,0,1219.56,0.715861,0.823058,1.55459,3.15793,0.366213,2.09041,2.83286,4.53059,2.2695,0.441095,0.570863,1.52035,1.0244,2.63974,0.426664
-1214.4,0.918048,0.0367888,7,127,0,1221.25,0.615822,0.634811,1.70513,2.40273,0.417295,2.10206,2.57037,5.29027,2.12376,0.482972,0.533681,1.19176,1.26226,2.57338,0.539735
-1212.86,0.934186,0.0367888,6,127,0,1223.14,1.19091,0.551106,0.487943,2.56723,1.18859,2.73102,2.05792,2.07922,1.68046,1.55515,0.613969,0.891007,0.70073,1.85033,0.853402
-1214.05,0.785687,0.0367888,5,63,0,1221.31,0.490699,0.708881,1.08619,1.68265,1.57867,1.08289,3.48436,3.27328,1.62084,1.5831,0.272641,1.66956,0.620141,3.059,1.39986
-1214.85,0.931139,0.0367888,6,79,0,1221.94,2.39422,0.754858,0.375082,1.49177,1.25996,5.62085,2.49917,1.13623,1.34998,1.60651,1.30949,0.956082,0.498112,0.758332,1.35064
-1214.48,0.97865,0.0367888,4,31,0,1219,2.40088,0.70641,0.3207,1.32771,1.55039,5.02062,2.6403,1.03143,1.47184,1.07186,1.64448,1.21881,0.406705,0.988147,1.49002
-1215.52,0.961398,0.0367888,7,127,0,1221.9,1.3608,1.16551,1.02603,0.51817,1.00467,3.74453,4.11833,4.13924,0.478439,1.01891,1.04404,2.11222,0.666058,0.707942,0.317616
-1217.51,0.921209,0.0367888,6,95,0,1224.81,0.388165,0.405008,1.48528,2.37512,1.27233,1.47682,1.46427,3.90425,2.30422,1.27914,0.453025,0.518647,2.14059,1.32707,1.7557
-1221.31,0.810384,0.0367888,6,63,0,1231.35,1.33072,1.02579,0.133857,0.756301,7.73358,3.26197,3.5125,0.470999,0.67998,6.75269,1.26308,0.965682,0.23661,0.534596,0.670296
-1217.48,0.721882,0.0367888,5,31,0,1228.94,0.78008,0.863749,0.319486,0.695667,5.58705,3.09806,2.28911,1.01197,0.747355,4.80718,0.738313,1.73362,0.19275,0.921064,0.68013
-1215.51,0.900537,0.0367888,4,31,0,1222.78,1.93095,0.588135,0.446601,1.16762,2.73063,2.32578,3.69736,1.08534,1.00421,3.09207,0.569391,1.56554,0.353907,0.930239,0.605651
-1215.26,0.952663,0.0367888,6,95,0,1222.63,0.714927,0.567458,1.39937,0.90102,1.26569,2.3037,2.73838,4.28678,0.839549,0.969408,0.955608,1.01821,1.10602,0.88679,0.848513
-1212.47,0.999877,0.0367888,7,127,0,1220.19,0.848553,0.769466,0.491173,2.46037,1.35762,1.66844,3.6108,1.56101,1.84484,1.69973,0.408765,1.8753,0.53594,1.25326,0.664306
-1213.18,0.900035,0.0367888,5,63,0,1219.24,0.814277,0.838778,0.693023,0.924929,2.18511,1.80999,3.44899,2.29191,1.14385,1.75316,0.453246,1.53011,0.566941,2.10082,1.87224
-1216.38,0.895811,0.0367888,6,127,0,1223.33,0.628049,0.672474,1.31012,1.7692,1.15681,1.58242,2.28054,3.02029,2.08417,1.41047,0.322355,1.50525,0.681079,1.19688,0.744254
-1213.63,0.999821,0.0367888,6,95,0,1222.95,0.765039,0.749965,0.789659,1.43778,1.49032,1.47411,4.52158,2.63839,1.10289,1.37446,0.384576,2.39492,0.703281,1.37706,1.75786
-1221.03,0.989438,0.0367888,5,31,0,1227.41,0.542676,1.80288,0.764035,0.827418,1.24027,2.19462,5.7584,2.09857,1.07823,0.911989,0.580644,3.42916,0.291527,3.37575,1.19037
-1217.29,0.926999,0.0367888,7,127,0,1231.74,1.39545,0.271579,1.08423,1.59866,1.49267,4.13273,0.927449,3.66567,1.36582,1.53497,0.967247,0.340809,2.27159,0.674781,1.16364
-1216.48,0.865716,0.0367888,6,95,0,1224.34,0.837359,0.521328,1.99772,1.19214,1.11881,1.9217,2.41575,3.7308,1.7053,0.911716,0.413319,1.51858,0.617715,2.76228,1.02763
-1216.12,0.893904,0.0367888,5,63,0,1229.43,0.982996,0.341123,1.20941,1.27163,2.3942,1.38316,1.52323,4.46232,1.10104,3.1402,0.335151,0.87691,0.822932,1.69745,1.42464
-1213.2,0.981951,0.0367888,5,31,0,1221.4,0.822009,0.311948,1.12176,1.32053,2.61145,1.76825,1.42101,2.9143,1.75587,2.13067,0.467924,0.8154,0.881569,1.04711,1.6983
-1212.71,0.943747,0.0367888,7,127,0,1219.6,2.307,0.535255,0.831908,0.919127,1.33392,4.57704,1.72235,3.00108,0.986094,1.42797,0.828699,1.02919,1.02476,0.976275,0.621039
-1216.08,0.950138,0.0367888,4,31,0,1220.91,1.69419,0.675371,0.72802,1.0768,1.22369,4.36922,1.71291,4.13285,0.676127,1.54409,0.929937,0.883724,1.05337,1.02066,0.602794
-1214.7,0.918417,0.0367888,4,15,0,1219.47,1.51518,0.428904,1.80906,0.649914,1.32421,3.37817,2.25974,3.31681,0.984307,1.12182,1.06296,0.90853,1.10991,0.715728,0.664632
-1216.45,0.878011,0.0367888,5,47,0,1223.25,1.41593,0.573383,1.24712,1.2169,0.976469,3.43981,1.56525,3.63293,1.31601,1.36487,0.545875,1.011,0.644239,1.99195,0.613863
-1216.83,0.907929,0.0367888,5,63,0,1224.17,1.43283,0.590399,1.01666,0.900735,1.53367,2.14178,3.01214,3.34757,0.865595,1.13479,0.754317,1.12728,0.923371,1.84355,1.05942
-1213.15,0.951251,0.0367888,5,63,0,1222.85,1.21628,0.721972,1.13793,0.983028,1.28221,3.75617,1.7305,3.44331,1.12565,1.0382,1.01773,0.850684,0.90687,1.21137,1.04444
-1213.47,0.907005,0.0367888,5,63,0,1218.57,1.41208,0.448298,1.07332,1.19205,1.40453,2.97294,2.10851,3.31135,0.855435,1.64669,0.880712,0.728024,1.23692,0.583631,0.957779
-1214.44,0.955286,0.0367888,6,127,0,1222.25,1.37171,0.438959,1.33702,0.81382,1.40255,3.16648,2.53457,2.91545,0.830639,1.40168,0.636384,1.34091,1.26342,0.651822,1.48084
-1215.34,0.901715,0.0367888,6,79,0,1221.48,0.960148,0.445014,1.42176,1.11179,1.35421,2.54273,2.25554,3.27262,0.89227,1.38231,0.699638,1.18884,0.906222,0.63918,1.19981
-1213.3,0.88776,0.0367888,5,63,0,1221.48,0.936309,0.990558,0.71752,0.965335,1.95073,1.82269,3.14935,2.96695,1.07447,1.84651,0.383914,1.31922,0.843977,1.24549,0.896714
-1214.24,0.808293,0.0367888,5,63,0,1222.5,0.833348,0.642152,0.925059,0.650949,2.24281,2.71928,2.94103,2.4286,0.79627,1.91339,0.889121,1.19257,0.618597,1.00018,0.651972
-1212.44,0.989376,0.0367888,7,127,0,1215.9,1.48137,0.49528,1.04871,0.830232,1.88865,3.18022,1.96686,3.73953,0.612111,2.11973,0.645555,1.0343,1.1454,0.746752,0.996986
-1216.41,0.855231,0.0367888,4,31,0,1222.42,1.57727,0.396578,1.35237,0.706797,1.60309,2.52627,3.07425,3.24113,0.573258,2.27593,0.594485,1.24072,1.07258,0.653229,1.20819
-1214.36,0.874952,0.0367888,7,127,0,1224.36,0.554741,1.32711,0.766845,1.91878,1.36277,1.13812,4.41081,2.66709,1.72916,1.122,0.279302,2.17621,0.805117,1.87631,1.32289
-1213.38,0.955215,0.0367888,7,127,0,1220.41,3.42021,0.521087,1.09997,0.775635,0.797037,8.10269,1.77959,3.15839,0.843741,0.775228,1.97268,0.737261,1.28478,0.732359,0.568799
-1218.94,0.892453,0.0367888,4,31,0,1223.52,3.71467,0.524657,1.3257,0.652181,0.77181,8.00962,1.5874,4.8978,0.893232,0.495406,1.58888,1.11261,1.22057,0.819091,0.563336
-1220.46,0.990906,0.0367888,7,127,0,1225.29,0.99427,0.505652,1.54664,0.394321,2.17578,3.87771,1.58922,5.33078,0.460587,1.56883,0.908491,1.45766,1.45814,0.345385,0.795311
-1215.71,0.951599,0.0367888,7,127,0,1227.84,2.01475,1.20167,0.816016,0.46558,1.23092,3.22925,5.12414,3.14823,0.471063,1.14554,0.889427,1.85151,1.46169,0.441383,1.019
-1216.62,0.964585,0.0367888,5,47,0,1222.16,0.771763,0.957737,1.41396,0.743047,0.990506,2.65599,3.83402,3.29383,0.77897,0.979763,0.639675,3.36168,0.483197,1.09239,1.41558
-1214.88,0.987903,0.0367888,5,31,0,1221.57,1.46625,1.03548,0.660423,0.836041,1.19949,4.11966,3.21723,2.63736,0.584523,1.52325,0.757306,1.68322,1.17933,0.429169,0.944467
-1217.78,0.948592,0.0367888,7,127,0,1222.93,0.543343,0.97219,0.644326,4.24607,0.651146,1.3666,3.97659,2.79411,2.27467,0.820748,0.306545,1.80974,0.911428,2.75406,0.436228
-1215.01,0.996398,0.0367888,7,127,0,1228.35,2.27455,0.443738,1.70918,0.636816,1.45817,3.42473,1.64756,5.52135,0.6178,1.20383,1.20925,0.670285,1.2947,0.990715,2.08341
-1218.59,0.891946,0.0367888,7,127,0,1223.02,0.852588,0.627758,0.610735,0.560027,5.6484,1.9605,1.66123,2.62981,0.743869,5.55064,0.377612,0.93793,0.709826,0.832646,1.73464
-1216.61,0.963654,0.0367888,7,127,0,1228.01,1.30862,1.07888,0.735332,1.78603,0.444026,3.54564,3.74098,2.77719,2.22919,0.36549,0.643838,2.05682,0.862162,2.23853,0.804515
-1216.41,0.974082,0.0367888,6,127,0,1224.73,1.52206,0.30637,1.01434,1.09952,2.28777,2.61747,1.35352,3.32893,0.950515,2.33106,1.01688,0.368249,1.17184,0.797444,0.22662
-1215.25,0.807467,0.0367888,7,127,0,1223.06,0.943089,1.26031,1.12025,0.876006,0.972199,2.18912,5.10276,2.64738,1.32606,0.767388,0.506002,3.46699,0.527067,1.39407,3.52217
-1215.48,0.94971,0.0367888,5,63,0,1226.96,1.38865,0.632238,0.968048,2.26143,0.602736,3.81508,1.54403,3.35276,2.7001,0.603993,0.851496,0.826105,1.35909,1.63802,0.619017
-1217.48,0.903138,0.0367888,6,63,0,1222.18,2.30348,0.171612,1.26003,1.86765,1.01684,4.24742,1.06595,3.6527,1.6918,0.919735,1.18243,0.480915,0.643389,3.30889,0.560081
-1214.99,1,0.0367888,5,31,0,1220.92,2.47836,0.16054,1.16097,2.02677,1.14404,5.49276,0.73847,2.7641,2.01733,1.35851,0.995481,0.481373,0.880357,2.03232,0.643891
-1214.98,0.955786,0.0367888,7,127,0,1220.87,0.385704,1.82613,1.17932,0.868385,1.072,1.49489,5.70638,3.24959,0.979514,1.02419,0.388048,2.92717,0.609108,1.28532,3.21692
-1217.63,0.998409,0.0367888,7,127,0,1220.76,2.35446,0.193496,0.615238,2.56508,1.3743,5.37795,0.859978,1.98259,2.09155,1.63557,1.05939,0.508068,0.921828,0.916967,0.281298
-1219.52,0.869517,0.0367888,7,127,0,1227.75,1.9312,0.524238,0.669991,2.58261,0.557596,7.04777,1.33901,1.84439,3.65524,0.458407,1.8897,0.633945,0.333796,6.52179,0.762321
-1219.44,0.91531,0.0367888,7,127,0,1224.86,4.72702,0.220701,0.391496,3.37063,0.893313,7.88523,0.967609,1.27771,3.0401,1.32988,1.34665,0.566046,0.434433,1.63958,0.597521
-1213.83,0.997791,0.0367888,5,31,0,1223.43,2.78653,0.271659,0.431611,2.17915,1.44579,6.11212,1.18317,1.47947,1.82745,1.32015,1.5317,0.61835,0.342867,2.42269,0.71893
