# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-06-14 03:23:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./model_kmer_sim/input_trivial_v42.json
# init = ./model_kmer_sim/init.json
# random
#   seed = 263513190 (Default)
# output
#   file = ./model_kmer_sim/output_trivial_v42.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,SEG.1,SEG.2,SEG.3,SEG.4,SEG.5,SEG.6,SEG.7,SEG.8,SEG.9,SEG.10,SEG.11,SEG.12,SEG.13,SEG.14,SEG.15
-53706.9,0.99998,0.02849,8,255,0,53714.9,1.10763,0.921279,0.955434,0.802241,1.24597,1.10971,0.908442,1.02771,0.828232,1.20345,1.10638,0.919619,1.02277,0.851935,0.945112
-53708.2,0.959903,0.02849,5,31,0,53712,1.1253,0.924242,1.00293,0.8316,1.13927,1.1523,0.940595,0.961957,0.820821,1.22644,1.19679,0.918755,0.971895,0.808379,0.934615
-53707.5,0.999493,0.02849,6,79,0,53716.9,1.20519,0.906105,0.913171,0.860044,1.12427,1.21738,0.903951,0.936106,0.915936,1.11186,1.19434,0.917449,0.924033,0.962831,0.579776
-53706.5,0.91525,0.02849,8,255,0,53714.7,1.12796,1.03088,1.2495,0.843987,0.807858,1.08979,1.07285,1.25991,0.843586,0.82891,1.11641,1.0747,1.24752,0.872097,1.79217
-53707.1,0.914787,0.02849,7,255,0,53712.6,1.16516,1.15544,1.24326,0.768913,0.739707,1.20431,1.18013,1.27015,0.768002,0.758969,1.1901,1.23149,1.2201,0.781763,0.821323
-53704.9,0.996406,0.02849,8,255,0,53713.5,0.856799,1.29598,1.06114,0.990121,0.857418,0.835209,1.33681,1.07626,0.984594,0.871561,0.841441,1.31927,1.12105,0.989861,1.26642
-53704.4,0.975908,0.02849,7,255,0,53711.2,1.02252,0.951012,1.00188,0.833097,1.24368,0.992195,0.953466,1.02368,0.870246,1.21744,1.02053,0.960895,0.992881,0.882937,0.813702
-53710.9,0.791283,0.02849,7,191,0,53718.7,1.01662,0.869251,0.942835,1.01095,1.12641,1.03324,0.89736,0.985382,0.977891,1.12284,1.0892,0.934215,0.967674,0.987729,0.566279
-53708.2,0.88922,0.02849,8,255,0,53717.1,1.11453,1.05125,0.824514,0.798594,1.243,1.10281,1.0804,0.844397,0.804616,1.30911,1.11497,1.09475,0.826834,0.817571,0.992922
-53711.6,0.984468,0.02849,8,255,0,53715.3,0.92468,0.936361,1.21085,1.21119,0.765851,0.901845,0.972662,1.17691,1.26077,0.819039,0.897701,0.965645,1.16608,1.35195,0.872781
-53714.7,0.996005,0.02849,5,63,0,53721.1,0.843903,0.950186,1.13872,1.41696,0.748836,0.917788,0.906404,1.16905,1.40008,0.738393,0.931067,0.898432,1.21962,1.34375,0.822079
-53709.7,0.998527,0.02849,8,255,0,53717.2,1.0702,0.917326,0.949573,0.772853,1.31966,1.10339,0.894503,0.995379,0.774005,1.38649,1.09586,0.883027,1.06291,0.746465,1.22988
-53706.9,0.923824,0.02849,8,255,0,53716,1.04269,0.881686,1.11233,1.31494,0.731272,1.04171,0.892921,1.10256,1.38839,0.712542,1.06195,0.922145,1.07681,1.4561,0.931942
-53706.3,0.99299,0.02849,5,31,0,53709.3,1.04667,0.855078,1.1085,1.414,0.687831,1.05469,0.887553,1.09861,1.42956,0.726955,1.03555,0.895371,1.08003,1.46146,0.915919
-53706.5,0.984649,0.02849,7,127,0,53710.2,1.0147,0.830375,1.09339,1.41751,0.741286,1.03212,0.847565,1.0935,1.45669,0.736828,1.0325,0.862519,1.10489,1.50423,0.892971
-53706.7,0.977978,0.02849,8,255,0,53710.9,1.06831,0.905449,0.937674,0.763213,1.37418,1.09183,0.957851,0.944385,0.759356,1.38693,1.09143,0.969582,0.961577,0.742313,1.01744
-53706.7,0.986672,0.02849,4,31,0,53710.7,1.06761,0.908231,0.967003,0.754739,1.38071,1.09414,0.93844,0.929432,0.760997,1.4092,1.10237,0.960338,0.955337,0.74834,1.0387
-53708.3,0.848468,0.02849,8,255,0,53716.5,0.841798,0.995152,1.3743,0.780064,1.09043,0.860496,1.00581,1.32258,0.838758,1.06734,0.869128,0.997591,1.3619,0.855829,0.576444
-53707.6,0.764533,0.02849,7,127,0,53716,0.882123,0.876593,1.3524,0.981181,0.991825,0.819501,0.901402,1.38028,1.00774,1.02437,0.813367,0.928475,1.33527,1.01832,1.10468
-53707.6,0.922195,0.02849,4,31,0,53716.9,0.834722,0.894373,1.38647,0.968497,0.978936,0.848199,0.910987,1.29891,1.02915,1.013,0.850758,0.884086,1.34432,1.03716,1.10438
-53715.8,0.867027,0.02849,7,127,0,53723.4,0.805497,0.968502,2.0621,0.699178,0.865502,0.85473,0.943658,2.00374,0.720096,0.897962,0.837075,0.966542,2.01614,0.716398,0.727525
-53709.2,0.991752,0.02849,8,255,0,53721.8,0.754997,0.927649,1.50167,1.07796,0.873908,0.739613,0.953807,1.59666,1.02404,0.886808,0.750881,0.974232,1.57371,1.0326,1.20367
-53709.5,0.855154,0.02849,5,63,0,53716.8,0.754667,0.935341,1.57595,1.03604,0.870748,0.74637,0.927782,1.58236,1.06352,0.873725,0.744659,0.976266,1.56612,1.03572,1.21056
-53711.5,0.964584,0.02849,8,255,0,53722.7,1.48033,0.971757,0.713305,0.961443,1.03442,1.40737,0.972535,0.753914,0.961227,1.07978,1.42627,0.919007,0.757678,1.01351,1.48887
-53709.1,0.99062,0.02849,8,255,0,53716.9,0.755953,1.04175,1.33544,0.951143,0.982907,0.748653,1.01826,1.41532,1.01003,0.95094,0.752203,1.01681,1.44218,1.01286,0.807847
-53706.5,0.976087,0.02849,8,255,0,53716,1.0592,0.827425,1.13531,1.29142,0.766262,1.06453,0.873279,1.08117,1.28172,0.815233,1.06848,0.889348,1.06066,1.30294,0.979015
-53710.7,0.821597,0.02849,7,223,0,53715.4,0.880172,0.950643,1.14762,1.16406,0.867532,0.904182,0.986551,1.11813,1.13229,0.89914,0.88559,1.08664,1.111,1.09729,0.768686
-53705.9,0.93968,0.02849,5,63,0,53713.8,0.928188,0.972614,1.11947,1.13452,0.898492,0.863275,1.01001,1.11854,1.14759,0.934334,0.859333,1.02779,1.1305,1.15981,0.763673
-53709.7,0.724231,0.02849,8,255,0,53719.4,0.96192,1.19783,1.27183,0.889399,0.751894,1.00607,1.17275,1.29468,0.888755,0.763336,1.07563,1.13658,1.27052,0.931623,1.15597
-53707.9,0.972964,0.02849,7,127,0,53713.8,0.889329,1.25425,1.35317,0.993361,0.661982,0.889061,1.25292,1.37688,0.993343,0.671379,0.937924,1.19036,1.39357,1.03634,0.980287
-53708.2,0.781066,0.02849,8,255,0,53718.6,0.741273,1.11655,1.26901,0.958838,0.942398,0.795611,1.10715,1.25239,0.957662,1.00736,0.811354,1.0575,1.26346,0.957492,0.789834
-53706.4,0.942571,0.02849,5,31,0,53710.8,0.83362,1.10722,1.20021,0.910556,0.992994,0.808259,1.11062,1.26763,0.940029,0.95391,0.818353,1.13386,1.27177,0.942541,0.786409
-53713.3,0.77798,0.02849,6,127,0,53720.3,0.913461,1.15718,1.07594,0.822402,1.07058,0.931144,1.14152,0.998475,0.890254,1.13548,0.946622,1.07918,1.03586,0.919212,0.772267
-53716.1,0.844457,0.02849,7,255,0,53725.7,1.21389,1.17108,0.939518,0.867637,0.863719,1.14861,1.19602,0.934479,0.94844,0.804159,1.2234,1.27744,0.871149,0.995229,0.989045
-53716,0.996348,0.02849,8,255,0,53724.3,0.915262,0.831877,0.906533,1.16248,1.26053,0.809683,0.900068,0.956855,1.15521,1.29497,0.82246,0.928195,0.899968,1.20415,1.17245
-53710.7,0.99042,0.02849,8,255,0,53722.9,0.81774,1.10063,0.987505,0.900952,1.18813,0.867088,1.10497,0.921872,0.945169,1.27451,0.856053,1.12677,0.939155,0.924062,0.781895
-53708.1,0.986201,0.02849,6,79,0,53719.5,0.835976,1.15936,1.02107,0.940475,1.06563,0.798816,1.26367,1.03922,0.910293,1.05849,0.816628,1.28424,1.04188,0.904958,1.19232
-53707.6,0.999888,0.02849,6,79,0,53714.2,0.717332,1.34326,1.05231,0.883923,1.08914,0.744771,1.29321,1.10156,0.891931,1.11585,0.739356,1.2767,1.10338,0.947676,1.33829
-53708.1,0.893723,0.02849,8,255,0,53712.5,1.29038,0.740927,0.989435,1.17994,0.898171,1.29394,0.723772,1.04983,1.11669,0.944425,1.29605,0.728397,1.02808,1.14046,0.806892
-53705.2,0.986142,0.02849,7,127,0,53711.7,1.11366,0.822746,0.96091,0.977536,1.11497,1.17674,0.802807,0.987641,0.984117,1.15474,1.15414,0.835859,0.973095,0.991156,1.4333
-53707.1,0.937832,0.02849,8,255,0,53710.1,1.06478,0.795856,1.01357,1.08829,1.04447,1.11296,0.776383,1.0472,1.05038,1.07417,1.14872,0.779504,1.00193,1.11232,1.54377
-53705.8,0.885765,0.02849,7,255,0,53711.9,1.04397,1.12917,0.93447,1.00468,0.924994,0.993279,1.18551,0.919075,1.0256,0.920386,0.993745,1.18752,0.931793,1.04968,0.715396
-53704.6,0.999956,0.02849,7,255,0,53709.4,1.0577,0.907209,0.862485,1.27749,0.955331,1.03348,0.92457,0.856477,1.34076,0.9454,1.04827,0.909495,0.856207,1.38311,0.890079
-53705.1,0.965377,0.02849,8,255,0,53710.3,0.973809,1.31001,0.954107,0.748711,1.04602,1.01447,1.31756,0.960216,0.75691,1.08704,1.02931,1.29833,0.964269,0.76421,1.04414
-53706.3,0.925484,0.02849,8,255,0,53711.8,0.81253,0.832295,1.01962,1.35848,1.0679,0.8063,0.864841,1.0075,1.38394,1.06004,0.819697,0.87982,0.963729,1.45134,0.949044
-53706.3,0.88637,0.02849,8,255,0,53716.8,0.872078,1.07894,1.10175,0.876818,1.07196,0.889812,1.11493,1.04652,0.936593,1.08988,0.89824,1.1116,1.02774,0.992758,1.04231
-53706.3,0.972498,0.02849,5,31,0,53709.5,0.857261,1.16051,1.01518,0.924362,1.09224,0.836948,1.15149,1.04395,0.909238,1.13476,0.83075,1.14328,1.10551,0.867021,1.04868
-53707,0.936923,0.02849,8,255,0,53712.2,1.13686,0.964363,0.985852,1.13344,0.817,1.08649,1.01385,0.972346,1.15487,0.839544,1.09378,1.07748,0.941513,1.15142,1.27394
-53708.3,0.980513,0.02849,8,255,0,53716,0.993728,1.00589,1.45034,0.802603,0.828227,1.01216,1.05438,1.37331,0.832817,0.857619,1.03046,1.07411,1.35707,0.838527,0.769893
-53709.5,0.975004,0.02849,8,255,0,53716,0.838568,1.02241,1.07348,0.859923,1.23208,0.854639,1.02574,1.03637,0.89201,1.26887,0.888827,1.07381,0.960439,0.905656,1.30503
-53712.5,0.99849,0.02849,8,255,0,53715.6,0.915335,1.01616,1.03142,1.18397,0.813118,0.997181,1.03707,1.02096,1.16839,0.816587,1.06637,1.01129,1.05665,1.15248,0.507778
-53706.7,0.998237,0.02849,5,47,0,53716.6,1.01941,1.03126,0.990578,1.1097,0.870014,0.987541,1.01014,1.04266,1.14494,0.893543,0.970027,1.00307,1.05566,1.19861,0.682348
-53708.8,0.86681,0.02849,7,159,0,53714.7,1.0654,1.22026,0.797386,0.899182,1.06152,1.07796,1.15395,0.826765,0.949839,1.0964,1.05844,1.12315,0.861954,0.97626,1.27747
-53706.5,0.933459,0.02849,8,255,0,53713.6,1.03896,0.913236,1.04255,1.35891,0.711151,1.08443,0.920137,1.04868,1.35377,0.737288,1.09928,0.911283,1.08763,1.30171,0.762434
-53708.8,0.857532,0.02849,8,255,0,53714.1,1.16409,0.833451,1.09158,1.21171,0.780221,1.18733,0.787158,1.14228,1.26002,0.796536,1.12558,0.804222,1.18576,1.24328,0.905497
-53705.7,0.934805,0.02849,7,255,0,53715.8,1.0187,1.00068,1.16079,0.975055,0.879198,0.979948,1.00199,1.19798,0.974028,0.934448,0.998441,0.965872,1.19852,1.001,0.854454
-53706.9,0.934953,0.02849,6,79,0,53714,1.05943,1.03327,1.11431,0.915235,0.884867,1.07352,1.06908,1.11195,0.879114,0.955673,1.05468,1.05093,1.09832,0.926472,1.58275
-53708.2,0.806852,0.02849,8,255,0,53713.5,0.942558,0.913185,0.919323,1.11142,1.13676,0.953839,0.913545,0.93645,1.12773,1.08699,0.941617,0.967359,0.933984,1.12837,1.08804
-53706.7,0.982015,0.02849,7,191,0,53712.1,0.966099,1.09761,0.832421,0.90328,1.19581,0.979293,1.10922,0.836544,0.932977,1.23437,0.973704,1.15278,0.837918,0.932962,0.958047
-53712,0.955997,0.02849,8,255,0,53717.3,0.701108,1.06722,0.84591,1.26717,1.29189,0.690416,1.04717,0.859959,1.27548,1.29977,0.673961,1.08249,0.860499,1.25016,1.18071
-53705.7,0.847344,0.02849,8,255,0,53721,0.897221,0.976396,1.2897,1.08509,0.808685,0.902886,0.963977,1.3053,1.11783,0.816005,0.908374,1.00722,1.30613,1.09005,0.786613
-53706.5,0.980712,0.02849,8,255,0,53715,0.798692,1.09846,1.00554,1.03173,1.0379,0.829529,1.12472,1.0005,1.06131,1.047,0.860137,1.09753,0.974661,1.10555,1.71201
-53710.6,0.946637,0.02849,6,127,0,53716,0.747013,1.10556,1.04501,1.13363,0.982392,0.828065,1.01695,1.11154,1.11053,0.975613,0.863937,1.00168,1.13499,1.12729,1.23471
-53709.7,0.994706,0.02849,8,255,0,53716.2,1.23543,1.27244,0.908119,0.790059,0.880683,1.22794,1.23763,0.971325,0.783906,0.870477,1.29039,1.21305,1.021,0.738986,0.813806
-53708.1,0.894095,0.02849,8,255,0,53719.3,0.87841,0.761505,0.97844,1.44786,1.02847,0.892853,0.760663,0.978872,1.46646,1.08114,0.898315,0.743665,0.953429,1.5273,1.19532
-53707.7,0.751953,0.02849,7,127,0,53715.8,0.944278,0.845776,1.07288,1.12387,1.02375,0.958175,0.869074,1.02407,1.1161,1.0665,0.989082,0.843768,1.04816,1.15984,0.81706
-53706.6,0.994383,0.02849,8,255,0,53713.1,0.942726,1.15375,1.10088,1.12486,0.74757,0.932391,1.14007,1.11223,1.18535,0.71588,0.972835,1.15807,1.11762,1.20713,1.10364
-53706.3,0.98659,0.02849,7,255,0,53711.5,0.94875,1.0504,1.14015,1.1345,0.77615,0.93768,1.06499,1.16276,1.13497,0.767443,0.948032,1.11385,1.18944,1.11228,1.37225
-53707.6,0.835677,0.02849,7,255,0,53714.9,1.0314,1.03983,0.939307,1.0648,0.922376,1.0376,1.03538,0.94752,1.13178,0.937415,0.964358,1.08313,0.93742,1.10849,1.24046
-53704.7,0.99852,0.02849,7,159,0,53712.1,1.03359,1.06079,0.905833,1.00987,0.974384,1.06882,1.0579,0.903792,1.0491,0.95918,1.06543,1.04824,0.96041,1.03208,1.27669
-53705.5,0.939455,0.02849,5,63,0,53711.2,1.02228,1.01384,0.919675,1.08565,0.923246,1.02535,1.03454,0.982646,1.02732,0.98594,1.01844,1.03055,0.988022,1.03477,1.09158
-53706.3,0.83493,0.02849,6,95,0,53713,1.11102,0.991006,0.907787,0.995498,0.984572,1.08899,0.997971,0.929403,1.03457,1.02654,1.07836,1.02821,0.886598,1.07258,1.21467
-53708.1,0.980578,0.02849,7,255,0,53712.2,0.987435,1.24885,1.05042,0.97315,0.794944,0.999983,1.25811,1.03947,1.00441,0.796132,0.960072,1.29493,1.01022,1.0774,0.940189
-53705.2,0.996897,0.02849,7,159,0,53712.2,0.985989,0.963167,0.940196,1.0633,1.0048,1.00515,0.985359,0.954064,1.07647,1.04915,0.948513,1.04239,0.939069,1.12259,0.80126
-53705.7,0.997298,0.02849,7,159,0,53711.5,1.10182,0.910091,0.917421,1.12638,0.946397,1.14628,0.882989,0.953611,1.12491,0.991319,1.08915,0.909154,0.957692,1.08513,0.901972
-53705.4,0.845889,0.02849,8,255,0,53711.6,1.05294,1.04551,0.804201,1.14625,0.970538,1.04784,1.07266,0.817518,1.14943,0.996399,1.09251,1.04607,0.789986,1.19673,1.19448
-53704.8,0.977353,0.02849,6,95,0,53710.9,1.09545,1.0892,0.872098,1.04071,0.91542,1.0742,1.13795,0.880266,1.00226,0.960593,1.089,1.10216,0.894167,1.03909,1.00916
-53706,0.860993,0.02849,7,183,0,53712,0.981756,0.903164,1.1136,1.0284,0.93546,1.00282,0.919013,1.14003,1.01313,0.99518,0.988084,0.912446,1.10615,1.08225,1.02115
-53703.6,0.943965,0.02849,6,95,0,53712.2,1.02585,0.930228,1.02442,1.0912,0.918875,1.04417,0.952412,1.03916,1.0993,0.910157,1.06804,0.953862,1.05398,1.11008,1.02508
-53703.8,0.969389,0.02849,7,255,0,53708,0.915657,1.03272,1.15241,0.831238,1.09104,0.917684,1.06442,1.13521,0.844906,1.13087,0.90197,1.08921,1.11473,0.847444,0.628321
-53702.4,0.984938,0.02849,8,255,0,53707.7,0.89511,0.986257,0.998554,0.948104,1.19653,0.89056,0.981498,1.02129,0.946757,1.23368,0.897377,0.974417,1.0402,0.967594,0.990935
-53707.7,0.908933,0.02849,8,255,0,53714.7,1.33914,1.28221,0.967202,0.702021,0.864989,1.33639,1.27235,0.977152,0.698515,0.897876,1.37854,1.22595,1.00267,0.708986,1.05329
-53714.4,0.986706,0.02849,7,127,0,53719,1.54452,1.46884,1.00194,0.757083,0.586527,1.54577,1.44252,0.998486,0.783831,0.591489,1.51666,1.51399,0.986363,0.788192,1.65459
-53713.3,0.9805,0.02849,8,255,0,53722.9,0.776875,0.621622,1.36754,0.988074,1.5119,0.798895,0.60396,1.36892,1.0315,1.52568,0.788071,0.605214,1.41577,1.01949,0.607094
-53711.2,0.929826,0.02849,7,255,0,53725,1.13198,0.639313,0.847273,1.17239,1.38743,1.10113,0.643484,0.865364,1.23721,1.39424,1.08185,0.658389,0.876715,1.21924,1.89269
-53708.4,0.910328,0.02849,8,255,0,53719.3,1.13859,1.145,1.04734,0.80267,0.904273,1.13821,1.10481,1.09288,0.824846,0.930964,1.11038,1.17347,1.05894,0.825968,0.506915
-53708.1,0.977868,0.02849,7,255,0,53713,0.851427,1.27667,1.16187,0.948231,0.833228,0.820582,1.30401,1.16037,0.994531,0.817303,0.858899,1.31144,1.1636,0.975025,1.65321
-53705.4,0.990759,0.02849,4,31,0,53711.7,0.838632,1.24308,1.14131,0.989154,0.830945,0.85866,1.27097,1.14203,0.97053,0.850021,0.879196,1.2465,1.15459,0.98539,1.53946
-53706.7,0.96913,0.02849,7,255,0,53711.4,0.863287,1.15066,1.1879,0.97279,0.853057,0.859703,1.19028,1.1465,1.03015,0.846173,0.874822,1.24275,1.10887,1.03386,1.70769
-53714.9,0.887541,0.02849,7,127,0,53721.5,1.45265,0.843377,1.15237,1.14868,0.626027,1.39973,0.873875,1.10985,1.20169,0.632951,1.41043,0.882208,1.14402,1.12645,0.439382
-53712.3,0.998344,0.02849,8,255,0,53720.2,1.57991,0.841052,1.13289,1.02201,0.640216,1.58727,0.846392,1.2074,0.957474,0.671825,1.5934,0.840658,1.19506,1.02229,0.782417
-53712.3,0.770006,0.02849,7,127,0,53723.1,1.54109,0.776368,1.02387,1.06526,0.76539,1.56064,0.820463,0.960874,1.10409,0.779518,1.50518,0.826032,0.969624,1.14099,0.811383
-53708.8,0.999204,0.02849,7,255,0,53717.6,1.20086,0.926513,0.856575,1.0655,0.983982,1.14871,0.954692,0.839214,1.11938,0.991578,1.1838,0.98739,0.816699,1.13572,1.75155
-53711.1,0.97202,0.02849,8,255,0,53717,1.01996,1.21067,0.934532,0.733254,1.19619,1.05704,1.15591,0.949266,0.747262,1.19975,1.08392,1.10423,0.983459,0.745291,0.511604
-53708.6,0.991963,0.02849,8,255,0,53717.2,1.22402,0.912945,1.28418,0.82987,0.819758,1.22886,0.958887,1.26998,0.817572,0.877339,1.17332,1.00949,1.23384,0.844962,1.85771
-53707.3,0.985843,0.02849,7,127,0,53715.4,1.1325,1.1126,0.983935,0.828225,0.937382,1.14972,1.15806,0.954773,0.878849,0.933168,1.15729,1.10635,1.02261,0.887327,0.740418
-53707.7,0.845713,0.02849,6,111,0,53714.8,1.24646,1.06337,1.00556,0.876666,0.880495,1.15916,1.11407,0.988027,0.917216,0.884299,1.18914,1.08499,0.998411,0.898006,1.37813
-53710.5,0.628816,0.02849,6,95,0,53722.1,1.41959,0.974874,0.884403,1.03725,0.80704,1.33383,1.00246,0.900349,1.0476,0.854103,1.28529,0.987545,0.968286,0.970008,0.976597
-53708.6,0.779134,0.02849,8,255,0,53718.9,1.05498,0.912805,0.765279,0.871394,1.5511,1.02443,0.956823,0.784619,0.880699,1.55028,0.999028,0.976258,0.815921,0.884179,1.05566
-53710,0.881862,0.02849,7,127,0,53714.3,0.994956,1.18677,0.822075,0.764747,1.34292,0.978047,1.18305,0.81349,0.815725,1.34869,1.03984,1.15475,0.808966,0.820517,0.742576
-53708.4,0.965994,0.02849,7,255,0,53713.9,1.0001,1.05892,0.794358,1.00051,1.16706,0.994843,1.05738,0.802842,1.02468,1.21444,1.03146,1.06435,0.785021,1.01337,1.66731
-53705.4,0.992883,0.02849,8,255,0,53713.2,1.06722,0.889163,1.29417,0.957832,0.828703,1.09975,0.91837,1.28134,0.970668,0.822938,1.0848,0.936279,1.29806,0.981729,1.00489
-53704.1,0.999839,0.02849,8,255,0,53708.3,1.07713,0.911762,1.12652,0.767427,1.15779,1.08777,0.952191,1.11602,0.763401,1.17248,1.09846,0.953724,1.10929,0.782652,0.959631
-53704.5,0.953942,0.02849,6,79,0,53708.5,1.04628,0.969354,1.1202,0.759971,1.15427,1.06055,0.947918,1.13399,0.800592,1.1263,1.09721,0.943558,1.11371,0.808724,1.04798
-53704.7,0.896456,0.02849,8,255,0,53713.1,1.13272,1.00089,0.830706,1.00084,1.0929,1.10583,0.999128,0.837207,1.00109,1.14211,1.11756,0.979403,0.82701,1.01841,1.03345
-53708,0.900363,0.02849,8,255,0,53715,0.807869,1.01073,1.04782,1.1242,1.0253,0.823213,1.02553,1.0391,1.16906,0.96848,0.856618,1.02099,1.02363,1.25202,0.844541
-53713.3,0.793284,0.02849,7,255,0,53719.9,0.825333,0.703843,1.029,1.40233,1.14412,0.82857,0.722567,1.05294,1.46727,1.16351,0.805417,0.755163,1.07112,1.39479,0.915858
-53710,0.99976,0.02849,8,255,0,53718.7,1.00855,1.33235,1.314,0.687513,0.836095,0.970578,1.38162,1.32562,0.666596,0.907866,0.946168,1.36228,1.32034,0.687566,1.02655
-53704.5,0.966881,0.02849,7,127,0,53715.5,1.10761,0.890322,1.12368,0.940073,0.943149,1.09836,0.936923,1.12402,0.942348,0.959811,1.11859,0.900686,1.1522,0.924791,0.884401
